num,id,text,score,polarity,like,comment,shared,date_time,img_src,url
72,3657289581036841,"พาร์ทที่สามมาแว้ววววววววว

พาร์ทที่สามมาแว้ววววววววว

YOUTUBE.COM
อย่าตราหน้าว่าข้าซวย - Horizon: Zero Dawn - Part 3
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
อย่าตราหน้าว่าข้าซวย - Horizon: Zero Dawn - Part 3",-2.0,negative,0,0,0,2021-03-31 14:40:54,https://i.ytimg.com/vi/HveYkmXGOss/maxresdefault.jpg,
73,3653282461437553,"มันกดปุ่มต่อยในคัทซีนยังไงนะ รู้สึกอยากต่อย

มันกดปุ่มต่อยในคัทซีนยังไงนะ รู้สึกอยากต่อย

YOUTUBE.COM
เพื่อนไม่คบจบไม่สวย - Horizon: Zero Dawn - Part 2
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
เพื่อนไม่คบจบไม่สวย - Horizon: Zero Dawn - Part 2",-1.0,negative,0,0,0,2021-03-30 13:20:41,https://i.ytimg.com/vi/JSpRTqEnOUo/maxresdefault.jpg,
74,3650591675039965,"ใหม่ลืมไม่ลืมใหม่ลื้ม ไมลืมใหม่ลืมใหม้ลืม

ใหม่ลืมไม่ลืมใหม่ลื้ม ไมลืมใหม่ลืมใหม้ลืม

YOUTUBE.COM
เอวลอยสามร้อยตลบ - Horizon: Zero Dawn - Part 1
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
เอวลอยสามร้อยตลบ - Horizon: Zero Dawn - Part 1",-5.0,negative,0,0,0,2021-03-29 14:32:14,https://i.ytimg.com/vi/ddVdQZdT7So/maxresdefault.jpg,
75,3647960511969748,"leggo

leggo

YOUTUBE.COM
บ้านบ้านหวานรอดอยู่
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
บ้านบ้านหวานรอดอยู่",1.5,positive,0,0,0,2021-03-28 20:11:08,https://i.ytimg.com/vi/tiM8HRaBTeM/maxresdefault_live.jpg,
76,3645047188927747,"สวัสดีวันเสาร์

สวัสดีวันเสาร์

YOUTUBE.COM
LIVE - Apex Legends #10 - ไวว่อง ให้ว่องไว
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #10 - ไวว่อง ให้ว่องไว",0,neutral,0,0,0,2021-03-27 20:41:24,https://i.ytimg.com/vi/L2kglKKTFbI/maxresdefault_live.jpg,
77,3639156569516809,"รายการนี้ดี คนทำเสียงเอฟเฟคเก่งมาก

รายการนี้ดี คนทำเสียงเอฟเฟคเก่งมาก

YOUTUBE.COM
รายการยังไม่มีชื่อเลย EP.1 - ฮานาก้า VS โปเต้โป
กดรับคูปองได้ที่นี่ : https://bit.ly/3d1uQE8หรือค้นหา HRK ในช่องค้นหาของ Lazada ได้เลยอย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครั....

YOUTUBE.COM
รายการยังไม่มีชื่อเลย EP.1 - ฮานาก้า VS โปเต้โป",5.5,positive,0,0,0,2021-03-25 18:19:30,https://i.ytimg.com/vi/0yBsnqeKxcY/maxresdefault.jpg,
78,3636269163138883,"ฟายกอน

ฟายกอน

YOUTUBE.COM
ฟอนกาย
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ฟอนกาย",0,neutral,0,0,0,2021-03-24 19:54:46,https://i.ytimg.com/vi/R-YuOGWqNDU/maxresdefault_live.jpg,
79,3631330696966063,"ว่าจะไม่มา แต่อะ ๆ ๆๆ ๆ ๆ ๆ ๆแถม ๆ

ว่าจะไม่มา แต่อะ ๆ ๆๆ ๆ ๆ ๆ ๆแถม ๆ

YOUTUBE.COM
LIVE - Apex Legends #9 - ขอเล่นแบบแหบ ๆ
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #9 - ขอเล่นแบบแหบ ๆ",3.0,positive,0,0,0,2021-03-22 20:44:40,https://i.ytimg.com/vi/RDjlqWGxTjc/maxresdefault_live.jpg,
80,3628922770540189,"อ่าววววววววววววว มาแล้ววววววววววววว

อ่าววววววววววววว มาแล้ววววววววววววว

YOUTUBE.COM
LIVE - Among Us #44 - แมพใหม่! มาแล้ว................หรือยังอะงง
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Among Us #44 - แมพใหม่! มาแล้ว................หรือยังอะงง",-1.5,negative,0,0,0,2021-03-21 20:24:33,https://i.ytimg.com/vi/jMBWM3K-hxk/maxresdefault_live.jpg,
81,3626411534124646,"มารอกันได้นะเลย

มารอกันได้นะเลย

YOUTUBE.COM
LIVE - Apex Legends #8 - วันนี้ขอ39แช่ม
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #8 - วันนี้ขอ39แช่ม",0,neutral,0,0,0,2021-03-20 19:24:22,https://i.ytimg.com/vi/tnw6sbhxyLM/maxresdefault_live.jpg,
82,3621480244617775,"ซ้อมไปแข่ง Among

ซ้อมไปแข่ง Among

YOUTUBE.COM
LIVE - Apex Legends #7 - ก็ครับดิมา
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #7 - ก็ครับดิมา",0,neutral,0,0,0,2021-03-18 20:35:04,https://i.ytimg.com/vi/3RyHbsvKUd4/maxresdefault_live.jpg,
83,3618475284918271,"ลืมปุ่มหมดแล้วมั้งเนี่ยยยยยยย

ลืมปุ่มหมดแล้วมั้งเนี่ยยยยยยย

YOUTUBE.COM
LIVE - Valorant #11 - แบบนี้ต้องลุยยยยยยยยยย
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Valorant #11 - แบบนี้ต้องลุยยยยยยยยยย",-1.0,negative,0,0,0,2021-03-17 20:39:53,https://i.ytimg.com/vi/QdRqbd9NIzY/maxresdefault_live.jpg,
84,3614639788635154,"โดดยางเกี่ยวอะไรกับสืบโหด ไม่รู้เหมือนกัน

โดดยางเกี่ยวอะไรกับสืบโหด ไม่รู้เหมือนกัน

YOUTUBE.COM
สืบโหดเหมือนโดดยาง - Among Us Highlight #12
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
สืบโหดเหมือนโดดยาง - Among Us Highlight #12",0,neutral,0,0,0,2021-03-16 16:28:26,https://i.ytimg.com/vi/n-Y4NWlLva4/maxresdefault.jpg,
85,3612325458866587,"โอ้โหหหหหห

โอ้โหหหหหห

YOUTUBE.COM
LIVE - PUBG #1 - เอ๊ เล่นยังไง
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - PUBG #1 - เอ๊ เล่นยังไง",1.5,positive,0,0,0,2021-03-15 19:59:32,https://i.ytimg.com/vi/BFc7gYRr_xQ/maxresdefault_live.jpg,
86,3610123222420144,"ปีใหม่แล้ว

ปีใหม่แล้ว

YOUTUBE.COM
LIVE - Pummel Party #5 - ซันเดย์รีแล็กซ์
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Pummel Party #5 - ซันเดย์รีแล็กซ์",0,neutral,0,0,0,2021-03-14 21:08:56,https://i.ytimg.com/vi/Rf7YgDOtvP8/maxresdefault_live.jpg,
87,3607645242667942,"บ่นกันบันก่น

บ่นกันบันก่น

YOUTUBE.COM
LIVE - Forza Horizon 4 - ขับไปบ่นไป
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Forza Horizon 4 - ขับไปบ่นไป",-2.5,negative,0,0,0,2021-03-13 20:07:21,https://i.ytimg.com/vi/kqcYViSRubc/maxresdefault_live.jpg,
88,3600369266728873,"ถล่มมมมมมมมมมมมมมมมม

ถล่มมมมมมมมมมมมมมมมม

YOUTUBE.COM
LIVE - Apex Legends #6 - ยิงบ่อยหน่อยนะช่วงนี้
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #6 - ยิงบ่อยหน่อยนะช่วงนี้",0,neutral,0,0,0,2021-03-10 20:39:33,https://i.ytimg.com/vi/-3KpNSg-a_g/maxresdefault_live.jpg,
89,3597915570307576,"เด็กติดเกม2017

เด็กติดเกม2017

YOUTUBE.COM
LIVE - Apex Legends #5 - อยากยิงตลอดเวลาไม่รู้ทำไม
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #5 - อยากยิงตลอดเวลาไม่รู้ทำไม",0,neutral,0,0,0,2021-03-09 20:23:14,https://i.ytimg.com/vi/KlYPHWKBlHI/maxresdefault_live.jpg,
90,3593230170776116,"หยึกยามดิง

หยึกยามดิง

YOUTUBE.COM
LIVE - Apex Legends #4 - แรงไม่ค่อยมีแต่มีมา
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #4 - แรงไม่ค่อยมีแต่มีมา",0,neutral,0,0,0,2021-03-07 21:28:57,https://i.ytimg.com/vi/Xzawlcwyml8/maxresdefault_live.jpg,
91,3590818737683926,"เป็นไง

เป็นไง

YOUTUBE.COM
LIVE - Among Us #43 - เป็นไง
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Among Us #43 - เป็นไง",0,neutral,0,0,0,2021-03-06 21:14:08,https://i.ytimg.com/vi/PTZHpNK4rmM/maxresdefault_live.jpg,
92,3415199901912478,"ด่วนนน! สติ๊กเกอร์ไลน์เวอร์ชั่นใหม่มาแล้วคร๊าบบบบบ จับจองกันได้แล้ววันนี้เด้อ แสดงความรู้สึกได้ครบจบสำหรับสายเกมเมอร์และสายตวงตีง คลิกที่ลิ้งค์หรือเสิร์ชคำว่า HRK ในร้านสติ๊กเกอร์ไลน์ได้เลยยยย!
ขอบคุณมากฮ๊ะ!
https://line.me/S/sticker/14044316

ด่วนนน! สติ๊กเกอร์ไลน์เวอร์ชั่นใหม่มาแล้วคร๊าบบบบบ จับจองกันได้แล้ววันนี้เด้อ แสดงความรู้สึกได้ครบจบสำหรับสายเกมเมอร์และสายตวงตีง คลิกที่ลิ้งค์หรือเสิร์ชคำว่า HRK ในร้านสติ๊กเกอร์ไลน์ได้เลยยยย!
ขอบคุณมากฮ๊ะ!
https://line.me/S/sticker/14044316

STORE.LINE.ME
HRK: Stickers For Fun! – LINE stickers | LINE STORE
Fun is Everything. Everything is Fun.

STORE.LINE.ME
HRK: Stickers For Fun! – LINE stickers | LINE STORE",0.0,neutral,0,0,0,2020-12-28 13:12:06,https://stickershop.line-scdn.net/stickershop/v1/product/14044316/LINEStorePC/main.png;compress=true,
