num,name,price,type,star,sold,from,img_src,url
11,🧄แกะมือ🧄🔥รับประกันไม่ฝ่อ✔ไม่มอด✔ไม่รา✔ขนาด500กรัม กระเทียมไทยแกะกลีบรุ่นล่าสุดแห้งสนิท 🔥4 ชิ้นได้ราคาส่ง 40.-/ถุง.,฿49,general,4.9055,254.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/9375e203a02d0e7cb9a7c26f69a9588a_tn,https://shopee.co.th//🧄แกะมือ🧄🔥รับประกันไม่ฝ่อ✔ไม่มอด✔ไม่รา✔ขนาด500กรัม-กระเทียมไทยแกะกลีบรุ่นล่าสุดแห้งสนิท-🔥4-ชิ้นได้ราคาส่ง-40.-ถุง.-i.38313693.4617173693
12,ของแท้100%กระเทียมไทยแก้วศรีสะเกษ(หัวใหญ่)รุ่น1กิโล,฿150,general,4.9,85.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/b5a95fee9712b9aa0fcb1a49fb2f5e38_tn,https://shopee.co.th//ของแท้100-กระเทียมไทยแก้วศรีสะเกษ(หัวใหญ่)รุ่น1กิโล-i.165777162.3678815939
13,Fried garlic chips กระเทียมแผ่นทอดกรอบ กระเทียมแผ่นทอด กระเทียมแผ่นกรอบ ขนาด 500 กรัม,฿119,general,4.8418,426.0,จังหวัดชลบุรี,https://cf.shopee.co.th/file/062fff717fceef592086007b1631fd6a_tn,https://shopee.co.th//Fried-garlic-chips-กระเทียมแผ่นทอดกรอบ-กระเทียมแผ่นทอด-กระเทียมแผ่นกรอบ-ขนาด-500-กรัม-i.47149118.7451673545
14,กระเทียมโทนดองน้ำผึ้งราคาส่งจากผู้ผลิตโดยตรง ขวดเล็ก 35 บาท (ขวดพลาสติกไม่แตก ),฿39,general,4.7308,157.0,จังหวัดลำปาง,https://cf.shopee.co.th/file/554915a8eb47980376e99d71a86de896_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้งราคาส่งจากผู้ผลิตโดยตรง-ขวดเล็ก-35-บาท-(ขวดพลาสติกไม่แตก-)-i.46293353.8216292412
15,🧄กระเทียมไทยแก้วศรีสะเกษไซส์กลาง-เล็กรุ่น1กิโลเก็บได้นาน,฿80,general,4.7451,216.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/5f96df1c345782cb80a35b749469e992_tn,https://shopee.co.th//🧄กระเทียมไทยแก้วศรีสะเกษไซส์กลาง-เล็กรุ่น1กิโลเก็บได้นาน-i.165777162.7237697799
16,กระเทียมแห้งแบบมัดจุก หัวใหญ่ แกะง่าย ทำเมนูอะไรก็อร่อย,฿59,general,5.0,2.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/1d68f10396e0230312b9a0916230f538_tn,https://shopee.co.th//กระเทียมแห้งแบบมัดจุก-หัวใหญ่-แกะง่าย-ทำเมนูอะไรก็อร่อย-i.431623895.8851816752
17,🔥กระเทียมปิงปองม่วงถุงละ1กิโลกรัมแห้งดีเนื้อแน่นไม่ชื้นไม่รารับประกัน,฿60,general,4.7941,106.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/a74c976f87121cb89913e87968292de5_tn,https://shopee.co.th//🔥กระเทียมปิงปองม่วงถุงละ1กิโลกรัมแห้งดีเนื้อแน่นไม่ชื้นไม่รารับประกัน-i.165777162.7555017886
18,กระเทียมแผ่นอบแห้ง เครื่องเทศ 100% Dried Sliced Garlic 90 g,฿100,general,4.375,18.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/42f428b0738edd1f6e4a8c773be07621_tn,https://shopee.co.th//กระเทียมแผ่นอบแห้ง-เครื่องเทศ-100-Dried-Sliced-Garlic-90-g-i.15637347.2076253910
19,กระเทียมไทยม่วงไซส์เล็ก(รุ่น1กิโลกรัม),฿65,general,4.8125,73.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/71e28d6ab747795193d64a8518a43b09_tn,https://shopee.co.th//กระเทียมไทยม่วงไซส์เล็ก(รุ่น1กิโลกรัม)-i.165777162.6279473752
20,กระเทียม สไลด์บาง อบแห้ง 15 กรัม,฿9,ร้านแนะนำ,4.75,52.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/24af9eee5b3431b3086411cadbd18d2e_tn,https://shopee.co.th//กระเทียม-สไลด์บาง-อบแห้ง-15-กรัม-i.178230999.4948718097
21,กระเทียมปิงปองม่วงแกะกลีบ 5️⃣0️⃣0️⃣กรัมกลีบใหญ่แน่นไม่ลีบไม่ฝ่อไม่รา,฿40,general,4.8387,117.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/37c7871077ddbd91f5d46bebb7a52b49_tn,https://shopee.co.th//กระเทียมปิงปองม่วงแกะกลีบ-5️⃣0️⃣0️⃣กรัมกลีบใหญ่แน่นไม่ลีบไม่ฝ่อไม่รา-i.165777162.5756750918
22,กระเทียมโทนรุ่น 500กรัม เนื้อแน่นแห้งดีค่ะ,฿70,general,4.5,30.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/cfddf87bf9b5cd89ccb291724057b761_tn,https://shopee.co.th//กระเทียมโทนรุ่น-500กรัม-เนื้อแน่นแห้งดีค่ะ-i.349757777.6774543725
23,กระเทียมแผ่น พร้อมรับประทาน (120กรัม) สำเร็จรูป พร้อมรับประทานหรือปรุงอาหาร ลูกยายนอม,฿49,ร้านแนะนำ,4.8668,964.0,จังหวัดชลบุรี,https://cf.shopee.co.th/file/768923b097963fff62f5c9a547d0285e_tn,https://shopee.co.th//กระเทียมแผ่น-พร้อมรับประทาน-(120กรัม)-สำเร็จรูป-พร้อมรับประทานหรือปรุงอาหาร-ลูกยายนอม-i.40766785.4601209480
24,กระเทียมไทยม่วงแบบไม่มัดไม่แต่งบรรจุ10กิโล/กระสอบ,฿490,general,4.8125,26.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/440fc6a49204a01087d642b2c974b6ce_tn,https://shopee.co.th//กระเทียมไทยม่วงแบบไม่มัดไม่แต่งบรรจุ10กิโล-กระสอบ-i.165777162.7333332418
25,กระเทียม หอมหัวแดง พริกแห้งจินดา,฿20 - ฿22,general,5.0,68.0,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/7116199651cf5ad6be2c411c752b2887_tn,https://shopee.co.th//กระเทียม-หอมหัวแดง-พริกแห้งจินดา-i.220464976.7332857992
26,กระเทียมโทนรุ่น1กิโลกรัม เนื้อแน่นแห้งดี คุ้มเกินคุ้มค่ะ,฿140,general,4.95,52.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/0f073d435e91f9974d3eaf1b5cb8d6a2_tn,https://shopee.co.th//กระเทียมโทนรุ่น1กิโลกรัม-เนื้อแน่นแห้งดี-คุ้มเกินคุ้มค่ะ-i.349757777.9502212123
27,กระเทียมจีน หัวใหญไซร์จัมโบ้ พร้อมส่ง 200-500กรัม,฿49,general,4.5,12.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/b9ca75181194d00f59849d7c3994edac_tn,https://shopee.co.th//กระเทียมจีน-หัวใหญไซร์จัมโบ้-พร้อมส่ง-200-500กรัม-i.43711793.6363005529
28,กระเทียมจีน กระเทียมกลีบใหญ่ 1 กิโลกรัม  #กระเทียมจีนกลีบใหญ่,฿59,general,4.8421,107.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/d597ce051558804aaaff41368d34469c_tn,https://shopee.co.th//กระเทียมจีน-กระเทียมกลีบใหญ่-1-กิโลกรัม-กระเทียมจีนกลีบใหญ่-i.85124407.6116479597
29,กระเทียมโทนรุ่น500กรัมเนื้อแน่นแห้งดีไซส์กลางถึงใหญ่ค่ะ,฿70,general,4.7083,58.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/6f2ea3e124303f9cd080b6900b4fbe36_tn,https://shopee.co.th//กระเทียมโทนรุ่น500กรัมเนื้อแน่นแห้งดีไซส์กลางถึงใหญ่ค่ะ-i.165777162.7555014864
30,กระเทียมไทย กลีบ แห้งๆๆแกะด้วยมือ เปลือกม่วงอมชมพู,฿35,general,0.0,no sold,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/d41d774756e51001d5dae5ff9b7417cc_tn,https://shopee.co.th//กระเทียมไทย-กลีบ-แห้งๆๆแกะด้วยมือ-เปลือกม่วงอมชมพู-i.86874301.9356706465
31,กระเทียมปิงปองม่วงแกะกลีบรุ่น. 1กิโลกรัม สวยมากค่ะ,฿65,general,4.7639,196.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/090b804b769265b155bd527025a20568_tn,https://shopee.co.th//กระเทียมปิงปองม่วงแกะกลีบรุ่น.-1กิโลกรัม-สวยมากค่ะ-i.165777162.3824308526
32,.กระเทียมปิงขาว รุ่น 1 กิโลกรัมหัวใหญ่กลีบใหญ่เนื้อแน่น,฿65,general,5.0,8.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/95c9ca54c181cbcc6c134a7013a1701b_tn,https://shopee.co.th//.กระเทียมปิงขาว-รุ่น-1-กิโลกรัมหัวใหญ่กลีบใหญ่เนื้อแน่น-i.349757777.9709105603
33,กระเทียมโทน เล็ก เชียงใหม่ ในตลาดวโรรส,฿120,general,4.0,8.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/4a241c5ada51b7c79bb69733417e3c7f_tn,https://shopee.co.th//กระเทียมโทน-เล็ก-เชียงใหม่-ในตลาดวโรรส-i.46905300.3932873036
34,กระเทียมปิงปองม่วง 1/2 กิโลกรัม แบบหัวกลีบใหญ่เนื้อแน่นแห้งดี,฿40,general,4.4444,30.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/a00566c78c5a25ebe05cfa0f4306c19c_tn,https://shopee.co.th//กระเทียมปิงปองม่วง-1-2-กิโลกรัม-แบบหัวกลีบใหญ่เนื้อแน่นแห้งดี-i.165777162.6556749301
35,กระเทียมไทยออแกนิกขนาด300กรัมราคาถูกคัดพิเศษปลอดสารพิษ,฿27,general,4.5263,61.0,จังหวัดฉะเชิงเทรา,https://cf.shopee.co.th/file/b23e2a7a5486464b2ba868980b5cf26c_tn,https://shopee.co.th//กระเทียมไทยออแกนิกขนาด300กรัมราคาถูกคัดพิเศษปลอดสารพิษ-i.328879580.3263496522
36,กระเทียมทอดกรอบ 15 กรัม อบไล่น้ำมัน (เลือกรสชาติได้),฿15,ร้านแนะนำ,4.6923,53.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/150d8ae94abdb248500249cf1ac5297d_tn,https://shopee.co.th//กระเทียมทอดกรอบ-15-กรัม-อบไล่น้ำมัน-(เลือกรสชาติได้)-i.41812839.5371476534
37,กระเทียมโทน 1 กิโลกรัม ละ 120 บาท,฿120,general,4.7292,132.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/3b405c57c8163fdde769222cbc8fa686_tn,https://shopee.co.th//กระเทียมโทน-1-กิโลกรัม-ละ-120-บาท-i.228843954.4249234903
38,เครื่องผัดพริกกระเทียมเอนกประสงค์ ตราแม่กาญจน์,฿65,general,4.9176,370.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/327daf05b331488fd4f5edfb77e882f7_tn,https://shopee.co.th//เครื่องผัดพริกกระเทียมเอนกประสงค์-ตราแม่กาญจน์-i.51139393.1656140470
39,💥กระเทียมจีนกลีบใหญ่ กระเทียมแห้งตัดจุก ขนาดบรรจุ 1 กิโลกรัม,฿50 - ฿90,general,4.8,35.0,จังหวัดบุรีรัมย์,https://cf.shopee.co.th/file/9d4f538c2b276d183f9e1d0f264e3890_tn,https://shopee.co.th//💥กระเทียมจีนกลีบใหญ่-กระเทียมแห้งตัดจุก-ขนาดบรรจุ-1-กิโลกรัม-i.33120547.6138300367
40,กระเทียมไทยแกะกลีบเบอร์2 จำนวน 1 กิโลกรัม  #กระเทียมแกะกลีบ#กระเทียมเชียงดาว#กระเทียม#garlic#ยี่ห้อ✔️✔️*******,฿69,general,4.7826,122.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/98ea912129dfe62da0e701d2756b35d8_tn,https://shopee.co.th//กระเทียมไทยแกะกลีบเบอร์2-จำนวน-1-กิโลกรัม-กระเทียมแกะกลีบ-กระเทียมเชียงดาว-กระเทียม-garlic-ยี่ห้อ✔️✔️*******-i.89668525.1756291076
41,กุ้งแห้ง กุ้งทะเลแกะเปลือก แพค 200 กรัม,฿250,general,5.0,1.0,จังหวัดภูเก็ต,https://cf.shopee.co.th/file/ace3b782c7a53bb96d45c59ada9071e6_tn,https://shopee.co.th//กุ้งแห้ง-กุ้งทะเลแกะเปลือก-แพค-200-กรัม-i.255169272.7747306787
42,ลูกปลาทูเค็ม ตากแห้ง เเพ็ค 500 กรัม,฿50,general,0.0,no sold,จังหวัดสงขลา,https://cf.shopee.co.th/file/9e56ec05ad25a3a73650d4fb848ac338_tn,https://shopee.co.th//ลูกปลาทูเค็ม-ตากแห้ง-เเพ็ค-500-กรัม-i.73789161.9351518648
43,กลอยข้าวเหนียว สำหรับนึ่งทาน,฿60,general,0.0,no sold,จังหวัดปราจีนบุรี,https://cf.shopee.co.th/file/69b84b408825c9155eba52dc6646ab9f_tn,https://shopee.co.th//กลอยข้าวเหนียว-สำหรับนึ่งทาน-i.181156570.9913251432
44,คางกุ้งทอดกรอบ(อบรีดน้ำมันแห้งสนิท) 📌 มีหลายรสชาติให้เลือก!,฿100 - ฿450,ร้านแนะนำ,4.5366,1700.0,จังหวัดแพร่,https://cf.shopee.co.th/file/eff7968453fe6cf5cafbe01da3878d34_tn,https://shopee.co.th//คางกุ้งทอดกรอบ(อบรีดน้ำมันแห้งสนิท)-📌-มีหลายรสชาติให้เลือก!-i.165676571.5946420084
45,เส้นหมี่อบแห้ง ตราสิงห์ทอง ขนาด 1600 กรัม,฿72,general,5.0,104.0,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/9fda9fe8b04434fc0f57334a0bcf8d72_tn,https://shopee.co.th//เส้นหมี่อบแห้ง-ตราสิงห์ทอง-ขนาด-1600-กรัม-i.239421064.4631375553
46,น้ำพริกแกงกระหรี่ น้ำข้น ต้ม ปรุง หอม เชฟทำอาหาร ครัว ไทย อร่อย จากวัตถุดิบธรรมชาติ เก็บ 2 ปี บ้าน ร้าน อาหาร curry food,฿54,general,5.0,6.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/de2558b6b2d673335966bc576a476980_tn,https://shopee.co.th//น้ำพริกแกงกระหรี่-น้ำข้น-ต้ม-ปรุง-หอม-เชฟทำอาหาร-ครัว-ไทย-อร่อย-จากวัตถุดิบธรรมชาติ-เก็บ-2-ปี-บ้าน-ร้าน-อาหาร-curry-food-i.198157678.4852569969
47,เกาลัดอบแห้ง พร้อมส่ง,฿28,general,0.0,no sold,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/c45e4c1e0401ea975538b161d1003dc7_tn,https://shopee.co.th//เกาลัดอบแห้ง-พร้อมส่ง-i.11258578.8738710214
48,"กะปิกุ้งแท้ สูตรไม่มีผงชูรส เกรดเอ ตัวกุ้งบดละเอียดเข้มข้นมาก อร่อยลงตัวในรสชาติ ขนาด 200, 500 กรัม",฿35 - ฿75,ร้านแนะนำ,0.0,no sold,จังหวัดสงขลา,https://cf.shopee.co.th/file/6becea10eba5885aa4de159fd3d6a1e6_tn,https://shopee.co.th//กะปิกุ้งแท้-สูตรไม่มีผงชูรส-เกรดเอ-ตัวกุ้งบดละเอียดเข้มข้นมาก-อร่อยลงตัวในรสชาติ-ขนาด-200-500-กรัม-i.28461390.2925624824
49,หมูแท่ง 240 กรัม ผลิตภัณฑ์หมู ลี้ลิ้มเฮง,฿150,general,4.8571,54.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/46e2a62a4e05216bd5a146a12727d215_tn,https://shopee.co.th//หมูแท่ง-240-กรัม-ผลิตภัณฑ์หมู-ลี้ลิ้มเฮง-i.8425656.124377969
50,ผงพะโล้หอม ตี๋เล็กเครื่องเทศ เกรด A ต้มพะโล้ หมู ไก่ เป็ด ขาหมู หมูครก ก๋วยจั๊บ ได้ทุกเมนู 300 กรัม,฿114,general,0.0,no sold,จังหวัดอุตรดิตถ์,https://cf.shopee.co.th/file/7e67c4a61cf91dda92de2c4468907a9f_tn,https://shopee.co.th//ผงพะโล้หอม-ตี๋เล็กเครื่องเทศ-เกรด-A-ต้มพะโล้-หมู-ไก่-เป็ด-ขาหมู-หมูครก-ก๋วยจั๊บ-ได้ทุกเมนู-300-กรัม-i.16315533.5942155478
51,กระเทียมโทนดองน้ำผึ้ง,฿69,general,0.0,no sold,จังหวัดนครศรีธรรมราช,https://cf.shopee.co.th/file/f02d17e3e92d09902d0f1014f5e30208_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้ง-i.55318814.10804581406
52,ซอสพริกกุ้ยหลิน เผ็ดอร่อยหอมพริกกระเทียม คู่ครัวอาหาร ผัดหมี่ ข้าวผัด ยำหมี่ได้ทุกเมนูคร้าา 花轿 ขนาดขวดละ 215กรัม,฿59,general,5.0,7.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/4cb48be57193944a5e333da9f065316a_tn,https://shopee.co.th//ซอสพริกกุ้ยหลิน-เผ็ดอร่อยหอมพริกกระเทียม-คู่ครัวอาหาร-ผัดหมี่-ข้าวผัด-ยำหมี่ได้ทุกเมนูคร้าา-花轿-ขนาดขวดละ-215กรัม-i.303698498.3751708962
53,ไส้กรอกเนื้อขนาด450กรัมผลิตจากเนื้อดีอร่อยครบรสหอมกลิ่นกระเทียมไม่คาว,฿100,general,4.75,23.0,จังหวัดชัยภูมิ,https://cf.shopee.co.th/file/891f8de322110531c973c947ef7c2c85_tn,https://shopee.co.th//ไส้กรอกเนื้อขนาด450กรัมผลิตจากเนื้อดีอร่อยครบรสหอมกลิ่นกระเทียมไม่คาว-i.222997860.3137952011
54,🔥พร้อมส่งกระเทียมดำขนาดทดลองทาน,฿20,general,4.8125,166.0,จังหวัดกระบี่,https://cf.shopee.co.th/file/f69a2472de39902626f241d279bbd849_tn,https://shopee.co.th//🔥พร้อมส่งกระเทียมดำขนาดทดลองทาน-i.64480671.4347897614
55,กระเทียมทอดเพื่อสุขภาพ🧄🍃🧄🍃ขนาด90กรัม(ซื้อ3ถุง+ฟรีขนาด30กรัม)1ถุง,฿48,general,5.0,12.0,จังหวัดกาญจนบุรี,https://cf.shopee.co.th/file/162e577744b27e09f29c6fee4d992c88_tn,https://shopee.co.th//กระเทียมทอดเพื่อสุขภาพ🧄🍃🧄🍃ขนาด90กรัม(ซื้อ3ถุง-ฟรีขนาด30กรัม)1ถุง-i.300875260.7555920228
56,กระเทียมไทย กระเทียมเหนือกลีบเล็ก คัดสวย 500 กรัม,฿60,ร้านแนะนำ,5.0,4.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/dab486eecbd44288edacde8b85f27827_tn,https://shopee.co.th//กระเทียมไทย-กระเทียมเหนือกลีบเล็ก-คัดสวย-500-กรัม-i.32478045.9113986780
57,ส่งฟรีไม่ใช้โค้ดกระเทียมไทยแกะกลีบคุณภาพดี  500 กรัม,฿85,general,5.0,8.0,จังหวัดน่าน,https://cf.shopee.co.th/file/d3680aaa18cc6dfca6fbeae5a1bbeecc_tn,https://shopee.co.th//ส่งฟรีไม่ใช้โค้ดกระเทียมไทยแกะกลีบคุณภาพดี-500-กรัม-i.94098609.5665740778
58,"B-Garlic กระเทียมดำ 500 กรัม ❗️ Black Garlic ,500g.  B-Garlic",฿549,ร้านแนะนำ,4.781,809.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/837de5c15d7d7a7ed78e3cad66ba37f9_tn,https://shopee.co.th//B-Garlic-กระเทียมดำ-500-กรัม-❗️-Black-Garlic-500g.-B-Garlic-i.8214691.134457646
59,กระเทียมไทยม่วงแกะกลีบศรีสะเกษรุ่น1กิโลกรัมเนื้อแน่นแห้งดีไม่ราไม่ชื้น,฿70,general,4.4211,43.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/994d8f1edec8d89c9708f7dced8685ea_tn,https://shopee.co.th//กระเทียมไทยม่วงแกะกลีบศรีสะเกษรุ่น1กิโลกรัมเนื้อแน่นแห้งดีไม่ราไม่ชื้น-i.165777162.3434397305
60,"กระเทียมดำ B-Garlic มีให้เลือกหลายขนาด❗️ | Black Garlic บี การ์ลิค พร้อมรับประทาน | B Garlic, BGarlic",฿90 - ฿650,ร้านแนะนำ,4.8976,314.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/13ed3b5d96081d723d578dac28d6bbc0_tn,https://shopee.co.th//กระเทียมดำ-B-Garlic-มีให้เลือกหลายขนาด❗️-Black-Garlic-บี-การ์ลิค-พร้อมรับประทาน-B-Garlic-BGarlic-i.16875265.1967402976
61,"[1แถม1] B-garlic  กระเทียมดำ Black Garlic ซอง20กรัม ,แบบแกะเปลือก",฿50,ร้านแนะนำ,4.4167,67.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/60cc700897ad0a50ebdbf86b680dfa72_tn,https://shopee.co.th//-1แถม1-B-garlic-กระเทียมดำ-Black-Garlic-ซอง20กรัม-แบบแกะเปลือก-i.8214691.1306621682
62,กระเทียมดำ พร้อมทาน 70 กรัม Black Garlic Ready to Eat 70Gram,฿70,general,4.6667,7.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/7e8be2a9e6aa8dd5dc4e9f1d5659d971_tn,https://shopee.co.th//กระเทียมดำ-พร้อมทาน-70-กรัม-Black-Garlic-Ready-to-Eat-70Gram-i.37124858.9017365415
63,🔥ค่าส่ง55/10กกกระเทียมปิงปองขาว หัวใหญ่กลีบใหญ่แห้งดี,฿480,general,4.5333,31.0,จังหวัดศรีสะเกษ,https://cf.shopee.co.th/file/0cfe576c7a0dd8b327537026b1ca0a9e_tn,https://shopee.co.th//🔥ค่าส่ง55-10กกกระเทียมปิงปองขาว-หัวใหญ่กลีบใหญ่แห้งดี-i.165777162.7634489804
64,กระเทียมดำ B-Garlic กระเทียมโทน สด อบ 60 กรัม ความดัน เบาหวาน 365wecare,฿78,ร้านแนะนำ,4.8276,110.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/c55c12af666af2577430b8f61d24b669_tn,https://shopee.co.th//กระเทียมดำ-B-Garlic-กระเทียมโทน-สด-อบ-60-กรัม-ความดัน-เบาหวาน-365wecare-i.59421184.2348604183
65,พริกคั่วในตำนาน สูตร 50 ปี จากพริกยอดสนแห้ง คั่วกระเทียมไทยเจียว,฿65 - ฿150,general,4.6667,11.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/79c8cf70aa17792a5e0411148005588a_tn,https://shopee.co.th//พริกคั่วในตำนาน-สูตร-50-ปี-จากพริกยอดสนแห้ง-คั่วกระเทียมไทยเจียว-i.32046924.7120813871
