num,id,name,price,rating,review,img_src,url,rank
12,B01KAQYPHW,"CELEBRATION HERBALS Garlic Flakes Roasted Organic 70 g, 2.45 Ounce",out of stock,5.0,2,https://m.media-amazon.com/images/I/81yxbZJW7uL._AC_UL320_.jpg,https://www.amazon.com//Celebration-HERBALS-Garlic-Roasted-Organic/dp/B01KAQYPHW/ref=sr_1_12?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-12,not be a best
13,B00KLNTCBE,"Florida Herbal Pharmacy, Wild Garlic (Allium Ursinum) Tincture/Extract 2 oz.",out of stock,4.6,2,https://m.media-amazon.com/images/I/316w8DQ+s6L._AC_UL320_.jpg,https://www.amazon.com//Florida-Pharmacy-Ursinum-Tincture-Extract/dp/B00KLNTCBE/ref=sr_1_13?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-13,not be a best
14,B00NIB9OIC,"The Garlic Miracle: Discover The Amazing Health, Beauty, & Detox Benefits Of This Powerful Herb (Garlic - Herbal Remedies - Herbs - Natural Cures - Home Remedies)",$0.00,4.1,19,https://m.media-amazon.com/images/I/61b4096dMJL._AC_UL320_.jpg,https://www.amazon.com//Garlic-Miracle-Discover-Benefits-Powerful-ebook/dp/B00NIB9OIC/ref=sr_1_14?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-14,not be a best
15,B002PWYVOC,"Sundown Garlic 1000 mg, 250 Odorless Softgels (Packaging May Vary) Non-GMOˆ, Free of Gluten, Dairy, Artificial Flavors",out of stock,4.7,"4,666",https://m.media-amazon.com/images/I/71pa29ehYmL._AC_UL320_.jpg,https://www.amazon.com//Sundown-Naturals-Odorless-Softgels-Packaging/dp/B002PWYVOC/ref=sr_1_15?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-15,not be a best
16,B07VX7FG9L,Herbal Secrets Garlic 500 mg 120 Veggie Capsules,out of stock,4.2,24,https://m.media-amazon.com/images/I/71xx+PneVlL._AC_UL320_.jpg,https://www.amazon.com//Herbal-Secrets-Garlic-Veggie-Capsules/dp/B07VX7FG9L/ref=sr_1_16?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-16,not be a best
17,B08BWN8M3Y,"4-in-1 Turmeric Curcumin w Bioperine 2360mg (120 ct) | 95% Curcuminoids, Ginger Root, Garlic Pills, Black Pepper | Anti Inflammatory Joint Pain Heart Health | Made in The USA",out of stock,4.6,"2,662",https://m.media-amazon.com/images/I/61Nxnm2kPJL._AC_UL320_.jpg,https://www.amazon.com//Turmeric-Curcumin-Bioperine-Curcuminoids-Inflammatory/dp/B08BWN8M3Y/ref=sr_1_17?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-17,not be a best
18,3659765996,"Miracle of Herbal Effect of Garlic, Zatarria Multi Flora Improvement",$14.97,no rating,no review,https://m.media-amazon.com/images/I/71UlNTyupxL._AC_UL320_.jpg,https://www.amazon.com//Miracle-Herbal-Effect-Zatarria-Improvement/dp/3659765996/ref=sr_1_18?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-18,not be a best
19,B01M58VJG7,"Florida Herbal Pharmacy, Garlic (Allium sativum) Tincture/Extract 2 oz. (Pack of 2)",out of stock,no rating,no review,https://m.media-amazon.com/images/I/311AszTyWaL._AC_UL320_.jpg,https://www.amazon.com//Florida-Herbal-Pharmacy-sativum-Tincture/dp/B01M58VJG7/ref=sr_1_19?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-19,not be a best
20,B07NDGLDB2,Mind Blowing - Health and Wellness,out of stock,no rating,no review,https://m.media-amazon.com/images/I/71LRZkxI1QL._AC_UL320_.jpg,https://www.amazon.com//Loss-Myths-that-Derail-Progress/dp/B07MHWM8X9/ref=sr_1_20?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-20,not be a best
21,B00AKOIFB2,"Florida Herbal Pharmacy, Garlic (Allium sativum) Tincture/Extract 2 oz.",out of stock,4.1,2,https://m.media-amazon.com/images/I/311AszTyWaL._AC_UL320_.jpg,https://www.amazon.com//Florida-Herbal-Pharmacy-sativum-Tincture/dp/B00AKOIFB2/ref=sr_1_21?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-21,not be a best
22,B07FYL1YH9,"PURECURE+CO Garlic Herbal Supplement for Healthy Heart | Pure Garlic Extract, 100% Natural & Vegetarian, Ayurvedic Formula, 250 Mg - 60 Tablets",out of stock,no rating,no review,https://m.media-amazon.com/images/I/51pbx6pZKfL._AC_UL320_.jpg,https://www.amazon.com//Pure-Cure-Co-Garlic-Vegetarian/dp/B07FYL1YH9/ref=sr_1_22?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-22,not be a best
23,B093FV6MGF,"Keto Bread Machine Recipes : Learn How To Make Your Healthy Homemade Bread Suitable For Your Ketogenic Diet, Including 200 Mouth-Watering, Quick, And Delicious Baking Recipes For 7 Flour Bakery.",$0.00,4.9,12,https://m.media-amazon.com/images/I/916f1DXCYAS._AC_UL320_.jpg,https://www.amazon.com//Keto-Bread-Machine-Recipes-Mouth-Watering-ebook/dp/B093FV6MGF/ref=sr_1_23?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-23,not be a best
24,B00013Z0UQ,"The Vitamin Shoppe Odor Free Garlic 200MG, Herbal Supplement That Supports Cardiovascular Health, Coated Tablets of Natural Fresh, Raw Garlic with Allicin, Easy to Swallow (100 Tablets)",out of stock,4.5,9,https://m.media-amazon.com/images/I/31HD9g4+QWL._AC_UL320_.jpg,https://www.amazon.com//Vitamin-Shoppe-Supplement-Supports-Cardiovascular/dp/B00013Z0UQ/ref=sr_1_24?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-24,not be a best
25,1849731802,Garlic and Other Alliums: The Lore and The Science,$34.57,3.8,14,https://m.media-amazon.com/images/I/41IxLMgzqeL._AC_UL320_.jpg,https://www.amazon.com//Garlic-Other-Alliums-Lore-Science/dp/1849731802/ref=sr_1_25?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-25,not be a best
26,B00SB86J4E,"HomyoXpert Indigestion, Gas, Acidity, Constipation Homeopathic Medicine for One Month",$50.00,1.0,1,https://m.media-amazon.com/images/I/61ozBiIK+3L._AC_UL320_.jpg,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0028717LYV0WJDBJQO1&url=%2FHomyoXpert-Indigestion-Constipation-Homeopathic-Medicine%2Fdp%2FB00SB86J4E%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3Dgarlic%2Bherbal%26qid%3D1621594161%26sr%3D8-26-spons%26psc%3D1&qualifier=1621594161&id=3286856609620546&widgetName=sp_mtf,not be a best
27,B085Z56X5V,Dr. Insan Miracle Garlic Tablet Sticks - 30 Sticks 3g Each-마늘환,$38.95,4.4,4,https://m.media-amazon.com/images/I/61M77YMnIML._AC_UL320_.jpg,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01565251AWARWLFNCNIG&url=%2FInsan-Miracle-Garlic-Tablet-Sticks%2Fdp%2FB085Z56X5V%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dgarlic%2Bherbal%26qid%3D1621594161%26sr%3D8-27-spons%26psc%3D1%26smid%3DA3NHNNIKG26XW3&qualifier=1621594161&id=3286856609620546&widgetName=sp_mtf,not be a best
28,B06Y417K2G,Madre Tierra Aceite de Ajo Garlic Oil 4 oz,$7.99,4.2,19,https://m.media-amazon.com/images/I/819Q3YzCwdL._AC_UL320_.jpg,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A10107513RHPYDVWKG68N&url=%2FMadre-Tierra-Aceite-Ajo-Garlic%2Fdp%2FB06Y417K2G%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dgarlic%2Bherbal%26qid%3D1621594161%26sr%3D8-28-spons%26psc%3D1&qualifier=1621594161&id=3286856609620546&widgetName=sp_mtf,not be a best
29,B08CGVLLTV,Forzagen Echinacea+ 120 Capsules - with Zinc Vitamins and Garlic Bulb | Herbal Supplements | Vitamins for Immune System Support | Premium Echinacea Supplement | Essentials,out of stock,5.0,4,https://m.media-amazon.com/images/I/71wMFZG4hAL._AC_UL320_.jpg,https://www.amazon.com//Forzagen-Echinacea-120-Capsules-Supplements/dp/B08CGVLLTV/ref=sr_1_29?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-29,not be a best
30,B000Z8XLCG,"Nature's Way Garlicin Cardio SmartRelease Garlic, Circulation Support, 350 mg per serving, 180 Tablets",out of stock,4.7,264,https://m.media-amazon.com/images/I/41nZ6fcwK2L._AC_UL320_.jpg,https://www.amazon.com//Natures-Way-Garlicin-180-Tablets/dp/B000Z8XLCG/ref=sr_1_30?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-30,not be a best
31,1603420789,"Rosemary Gladstar's Herbal Recipes for Vibrant Health: 175 Teas, Tonics, Oils, Salves, Tinctures, and Other Natural Remedies for the Entire Family",out of stock,4.8,"2,130",https://m.media-amazon.com/images/I/91ClZ4VSeTL._AC_UL320_.jpg,https://www.amazon.com//Rosemary-Gladstars-Herbal-Recipes-Vibrant/dp/1603420789/ref=sr_1_31?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-31,not be a best
32,1603429875,Herbal Antibiotics: Natural Alternatives for Treating Drug-Resistant Bacteria,$14.95,4.7,"1,460",https://m.media-amazon.com/images/I/81a2L9U52HL._AC_UL320_.jpg,https://www.amazon.com//Herbal-Antibiotics-2nd-Alternatives-Drug-resistant/dp/1603429875/ref=sr_1_32?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-32,not be a best
33,B08ZNN5N6L,"AAA Black Garlic Herbal Chicken Soup 35g - 100% Black Garlic Herbal spices Premium Quality, No Added Preservations and Colourings.",$9.99,no rating,($8.09/Ounce),https://m.media-amazon.com/images/I/41KDeTjrgjL._AC_UL320_.jpg,https://www.amazon.com//Black-Garlic-Herbal-Chicken-Soup/dp/B08ZNN5N6L/ref=sr_1_33?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-33,not be a best
34,B00QXHD6VO,Bulksupplements.com Garlic Extract Powder - Blood Pressure Supplement - Cholesterol Supplements - Aged Garlic Extract (500 Grams),out of stock,4.2,18,https://m.media-amazon.com/images/I/71dHXc2r2TL._AC_UL320_.jpg,https://www.amazon.com//BulkSupplements-Garlic-Extract-Powder-grams/dp/B00QXHD6VO/ref=sr_1_34?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-34,not be a best
35,B07M92SR4M,Odorless Garlic Softgels | 2400 mg | 250 Count | Ultra Potent Garlic Extract | Non-GMO & Gluten Free Pills | by Horbaach,out of stock,4.7,"4,959",https://m.media-amazon.com/images/I/71MdvcdU6CL._AC_UL320_.jpg,https://www.amazon.com//Horbaach-Odorless-Softgels-Extract-Supplement/dp/B07M92SR4M/ref=sr_1_35?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-35,Best Seller
36,B00VKTSALQ,Gluten Free ODORLESS Black Garlic Supplement Pills. High Potency Equal to 2000mg Fresh Garlic Bulbs. Suitable for Vegan Vegetarian Tablets. Made in UK (1 Bottle),out of stock,4.5,314,https://m.media-amazon.com/images/I/61UUh1yqEiL._AC_UL320_.jpg,https://www.amazon.com//ODORLESS-Supplement-Cholesterol-Naturally-Vegetarian/dp/B00VKTSALQ/ref=sr_1_36?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-36,not be a best
37,B07GX7DZZD,"Cholesterol Wellness Complex - Herbal Wellness Formula | Natural Complete Cholesterol Lowering Supplements with Cayenne Pepper, Garlic, & Niacin | Lower Cholesterol 120 Capsules for Heart Health",out of stock,4.0,123,https://m.media-amazon.com/images/I/714KUnm8NbL._AC_UL320_.jpg,https://www.amazon.com//Cholesterol-Wellness-Ingredients-Triglycerides-Cardiovascular/dp/B07GX7DZZD/ref=sr_1_37?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-37,not be a best
38,0895297078,"Healing Teas: A Practical Guide to the Medicinal Teas of the World -- from Chamomile to Garlic, from Essiac to Kombucha",$17.00,4.6,93,https://m.media-amazon.com/images/I/81RWa2TMLyL._AC_UL320_.jpg,https://www.amazon.com//Healing-Teas-Practical-Medicinal-Chamomile/dp/0895297078/ref=sr_1_38?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-38,not be a best
39,B001E0WOMM,"Kyolic Aged Garlic Extract Cardiovascular Original Formula 100, 300 Capsules",out of stock,4.8,213,https://m.media-amazon.com/images/I/71kDVg-CNpL._AC_UL320_.jpg,https://www.amazon.com//Kyolic-100-Formula-300-Cap/dp/B001E0WOMM/ref=sr_1_39?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-39,not be a best
40,B08DDDVJ69,[Medicinal Herbal Powder] 100% Natural Allium Tuberosum Powder/Garlic Chives Powder 삼채/뿌리부추 가루 (16 oz),$71.35,4.7,4,https://m.media-amazon.com/images/I/71lKB2aAUyL._AC_UL320_.jpg,https://www.amazon.com//Medicinal-Herbal-Powder-Natural-Tuberosum/dp/B08DDDVJ69/ref=sr_1_40?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-40,not be a best
41,B07859NMMQ,"Strauss Heartdrops–Aged Garlic Extract, Herbal Supplement for Heart Health-Heartdrops | Maintain a Healthy Cardiovascular System–High Quality, Natural Ingredients (7.6 fl oz Original Flavor)",out of stock,4.6,204,https://m.media-amazon.com/images/I/71xsobqXTZL._AC_UL320_.jpg,https://www.amazon.com//Strauss-Naturals-Heartdrops-7-6-Ounces/dp/B07859NMMQ/ref=sr_1_41?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-41,not be a best
42,B01CP0WP9G,"Kyolic Aged Garlic Extract Curcumin Healthy Inflammation Response Supplement, 150 Capsules",out of stock,4.7,229,https://m.media-amazon.com/images/I/51yiFpbLPVL._AC_UL320_.jpg,https://www.amazon.com//Kyolic-Curcumin-Inflammation-Supplement-Gluten-Free/dp/B01CP0WP9G/ref=sr_1_42?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-42,not be a best
43,B00TIY6SYQ,"Natural Nutra High Allicin Garlic Supplement, High Blood Pressure and Cholesterol, Supports Immune System, Improve Enzymes Health, Better Digestion, Vanilla Coating, 500mg, 60 Vegan Tablets",out of stock,4.4,89,https://m.media-amazon.com/images/I/71kGE1Rs8WL._AC_UL320_.jpg,https://www.amazon.com//Natural-Nutra-Supplement-Pressure-Cholesterol/dp/B00TIY6SYQ/ref=sr_1_43?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-43,not be a best
44,B08QDXKNWH,"Health Benefits of Garlic For Cooking and Health: Discover The Amazing Health, Beauty, & Detox Benefits Of This Powerful Herb (Garlic - Herbal Remedies - Herbs - Natural Cures - Home Remedies)",$0.00,no rating,no review,https://m.media-amazon.com/images/I/81Sb7FV3VcL._AC_UL320_.jpg,https://www.amazon.com//Health-Benefits-Garlic-Cooking-Discover-ebook/dp/B08QDXKNWH/ref=sr_1_44?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-44,not be a best
45,1612120059,"Rosemary Gladstar's Medicinal Herbs: A Beginner's Guide: 33 Healing Herbs to Know, Grow, and Use",out of stock,4.8,"6,472",https://m.media-amazon.com/images/I/913HSDGnGQL._AC_UL320_.jpg,https://www.amazon.com//Rosemary-Gladstars-Medicinal-Herbs-Beginners/dp/1612120059/ref=sr_1_45?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-45,not be a best
46,B00012NI2E,"Aged Garlic Extract 600mg Capsules, Odorless Natural Powder Extract, Herbal Supplement Provides Heart Health Support, Blood Pressure Support Healthy Immune System (300 Capsules) by The Vitamin Shoppe",out of stock,4.8,52,https://m.media-amazon.com/images/I/31xJ+uddkHL._AC_UL320_.jpg,https://www.amazon.com//Capsules-Odorless-Supplement-Vitamin-Shoppe/dp/B00012NI2E/ref=sr_1_46?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-46,not be a best
47,B086C8FX86,"Immune Support Herbal Supplement - 12 in 1 Daily Immune Defense Booster - Garlic, Ginger, Elderberry, Holy Basil, Green Tea Extract, Milk Thistle, Mushroom & Panax Ginseng - 90 Vegan Capsules Pills",out of stock,4.7,94,https://m.media-amazon.com/images/I/716MTuF-ZNL._AC_UL320_.jpg,https://www.amazon.com//Immune-Support-Herbal-Supplement-Elderberry/dp/B086C8FX86/ref=sr_1_47?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-47,not be a best
48,B00DEYLC42,"NOW Supplements, Odorless Garlic (Allium sativum), Concentrated Extract, 250 Softgels",out of stock,4.7,698,https://m.media-amazon.com/images/I/6156I5wn-RL._AC_UL320_.jpg,https://www.amazon.com//Supplements-Odorless-Garlic-sativum-Softgels/dp/B00DEYLC42/ref=sr_1_48?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-48,not be a best
49,B00014HIWS,"Garlique Healthy Cholesterol Formula with 5000 mcg of Allicin, 60 Enteric Coated Caplets",out of stock,4.6,"2,997",https://m.media-amazon.com/images/I/81lKY5VmzVL._AC_UL320_.jpg,https://www.amazon.com//Garlique-Dietary-Supplement-60-Caplets/dp/B00014HIWS/ref=sr_1_49?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-49,not be a best
50,B01M4G5LE2,"Florida Herbal Pharmacy, Wild Garlic (Allium Ursinum) Tincture/Extract 2 oz. (Pack of 2)",out of stock,no rating,no review,https://m.media-amazon.com/images/I/319b5-WxNsL._AC_UL320_.jpg,https://www.amazon.com//Florida-Herbal-Pharmacy-Ursinum-Tincture/dp/B01M4G5LE2/ref=sr_1_50?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-50,not be a best
51,B010XUFVG4,"Teliaoils Natural Ear Drops Essential Oil with Garlic and Mullein - Herbal Ear Oil Remedy for Easy Earwax Removal, Pain & Ringing Relief - Natural Soothing, Deep Cleansing Properties - 1 oz.",out of stock,4.0,77,https://m.media-amazon.com/images/I/61wGsTKhBcL._AC_UL320_.jpg,https://www.amazon.com//Natural-Herbal-Drop-Mullein-Garlic/dp/B010XUFVG4/ref=sr_1_51?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-51,not be a best
52,B00012NGIA,Kyolic Garlic Formula 100 Original Cardiovascular Formula (300 Capsules),out of stock,4.7,"4,257",https://m.media-amazon.com/images/I/61mQX5lpOIL._AC_UL320_.jpg,https://www.amazon.com//Kyolic-Formula-Original-Cardiovascular-Capsules/dp/B00012NGIA/ref=sr_1_52?dchild=1&keywords=garlic+herbal&qid=1621594161&sr=8-52,not be a best
53,B06Y4WY962,Goodbye Styes for Styes Chalazions and Blepharitis (Packaging May Vary),$26.95,3.7,"1,804",https://m.media-amazon.com/images/I/61sLHiwxIxL._AC_UL320_.jpg,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0662779763ORJXF18IM&url=%2FGoodbye-Styes-Symptoms-Chalazion-Blepharitis%2Fdp%2FB06Y4WY962%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dgarlic%2Bherbal%26qid%3D1621594174%26sr%3D8-49-spons%26psc%3D1&qualifier=1621594174&id=8815670844628880&widgetName=sp_atf_next,not be a best
54,B08YCWLV19,Ceruclear Olive Oil Ear Spray 10ml,$9.99,no rating,($9.99/Count),https://m.media-amazon.com/images/I/71rIk7+mgXL._AC_UL320_.jpg,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A03619043QK6IOR4P27N2&url=%2FCeruclear-Olive-Oil-Spray-10ml%2Fdp%2FB08YCWLV19%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dgarlic%2Bherbal%26qid%3D1621594174%26sr%3D8-50-spons%26psc%3D1&qualifier=1621594174&id=8815670844628880&widgetName=sp_atf_next,not be a best
55,B07TJQGLRP,"Onion Oil by Soulflower for Hair Growth, Blend of 20 Essential Oils & Natural Extracts with Ratanjot Herb, Rich in Natural Keratin, Non- greasy, Non-sticky, Easy Absorbent, 220 ml",$30.00,4.1,581,https://m.media-amazon.com/images/I/81v8IdftphL._AC_UL320_.jpg,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05928692QG8BM3K9V9PX&url=%2FSoulflower-Essential-Natural-Extracts-Ratanjot%2Fdp%2FB07TJQGLRP%2Fref%3Dsr_1_51_sspa%3Fdchild%3D1%26keywords%3Dgarlic%2Bherbal%26qid%3D1621594174%26sr%3D8-51-spons%26psc%3D1%26smid%3DA2IKGSNR0V57GP&qualifier=1621594174&id=8815670844628880&widgetName=sp_atf_next,not be a best
56,B08Y91Q522,Ceruclear Sodium Bicarbonate Ear Spray 10ml,$9.99,no rating,($9.99/Count),https://m.media-amazon.com/images/I/71zFqRzK2xL._AC_UL320_.jpg,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A036202821Z9EJYE7ND93&url=%2FCeruclear-Sodium-Bicarbonate-Spray-10ml%2Fdp%2FB08Y91Q522%2Fref%3Dsr_1_52_sspa%3Fdchild%3D1%26keywords%3Dgarlic%2Bherbal%26qid%3D1621594174%26sr%3D8-52-spons%26psc%3D1&qualifier=1621594174&id=8815670844628880&widgetName=sp_atf_next,not be a best
57,B077W355WF,"Suvita Ayurvedic 100% Herbal - Holy Basil, Turmeric, Ashwagandha, Garlic Bulb, and more. Tri-Dosha Ayurvedic Formula supports Balance of Mind & Body, Women's Support, and Overall Health and Well Being",out of stock,4.5,66,https://m.media-amazon.com/images/I/81oT1OcP92L._AC_UL320_.jpg,https://www.amazon.com//Suvita-Ayurvedic-100-Herbal-Ashwagandha/dp/B077W355WF/ref=sr_1_53?dchild=1&keywords=garlic+herbal&qid=1621594174&sr=8-53,not be a best
58,B08JXP4MS1,"Puritan's Pride Odorless Garlic 1000 Mg, 500 Total Count (2 Pack of 250 Count Softgels), by Puritan's Pride, 500 Count",out of stock,4.7,"11,163",https://m.media-amazon.com/images/I/81WKurHyt5L._AC_UL320_.jpg,https://www.amazon.com//Puritans-Pride-Odorless-Garlic-Softgels/dp/B08JXP4MS1/ref=sr_1_54?dchild=1&keywords=garlic+herbal&qid=1621594174&sr=8-54,not be a best
