num,name,price,type,star,sold,from,img_src,url
14,[Keto/Clean] กระเทียมป่น ผงปรุงรส กระเทียม ง่วนสูน ตรามือ Ground Garlic,฿69,ร้านแนะนำ,4.9012,184.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/a72f09dd8d47418c3ddb1eaecf5a05f7_tn,https://shopee.co.th//-Keto-Clean-กระเทียมป่น-ผงปรุงรส-กระเทียม-ง่วนสูน-ตรามือ-Ground-Garlic-i.139756243.6831655851
15,ง่วนสูน ตรามือที่ 1 กระเทียมป่น 50g,฿75,shopee mall,4.8748,1400.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/ad27a2546ef0d8089a15689d20e90a42_tn,https://shopee.co.th//ง่วนสูน-ตรามือที่-1-กระเทียมป่น-50g-i.61637165.1397862637
16,กระเทียมป่น 500 กรัม ตรามือที่ 1 ง่วนสูน,฿185,ร้านแนะนำ,4.8889,200.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/ea22476277e924b809d4ae5c3788c7a6_tn,https://shopee.co.th//กระเทียมป่น-500-กรัม-ตรามือที่-1-ง่วนสูน-i.258019928.7559839353
17,กระเทียมโทน ของแท้100% ขนาด100เม็ดและ500เม็ด,฿60 - ฿280,general,5.0,55.0,จังหวัดพิษณุโลก,https://cf.shopee.co.th/file/da72c2c402e82c462bf9285899b4a5a0_tn,https://shopee.co.th//กระเทียมโทน-ของแท้100-ขนาด100เม็ดและ500เม็ด-i.380481435.8016320269
18,ผงกระเทียมบดป่น กลิ่นแรงกว่ากระเทียมสด,฿150 - ฿390,ร้านแนะนำ,4.8061,915.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/94a44d48088865ab5db069fafc1137be_tn,https://shopee.co.th//ผงกระเทียมบดป่น-กลิ่นแรงกว่ากระเทียมสด-i.16746493.1027819068
19,กระเทียมโทน สด เม็ดใหญ่ เม็ดสวยๆ,฿140 - ฿150,general,4.8293,299.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/c5f4796ebeef261a6464244e665d2669_tn,https://shopee.co.th//กระเทียมโทน-สด-เม็ดใหญ่-เม็ดสวยๆ-i.155991710.3845377536
20,M KITCHEN 3325 ที่บดกระเทียม เครื่องปั่น  บดกระเทียม เครื่องบดสับ ที่ปั่นอาหารแบบดึง ที่บดพริก เครื่องบดสับ,฿49,ร้านแนะนำ,4.3764,1100.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/f6d41bc4448f8a23b239f50728479c5f_tn,https://shopee.co.th//M-KITCHEN-3325-ที่บดกระเทียม-เครื่องปั่น-บดกระเทียม-เครื่องบดสับ-ที่ปั่นอาหารแบบดึง-ที่บดพริก-เครื่องบดสับ-i.50112979.7343592968
21,กระเทียมโทน แม่จินต์,฿179,general,5.0,55.0,จังหวัดสงขลา,https://cf.shopee.co.th/file/9000d4ff0b367f91e3b372fb8c5de22f_tn,https://shopee.co.th//กระเทียมโทน-แม่จินต์-i.251077594.7452475550
22,กระเทียมโทนดองน้ำผึ้ง น้ำหนักเนื้อ 600 กรัม น้ำหนักรวม 800 กรัม,฿200,ร้านแนะนำ,4.9014,321.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/de2edd3be2ffe31c02b31318fb7f77dd_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้ง-น้ำหนักเนื้อ-600-กรัม-น้ำหนักรวม-800-กรัม-i.54833404.2119735172
23,สมุนไพรกระเทียม(Garlic100%) ลดคอเลสเตอรอล ไขมันในเลือด,฿150,general,4.79,200.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/4c2b802c2ef19f5fa63e7f6020b90318_tn,https://shopee.co.th//สมุนไพรกระเทียม(Garlic100-)-ลดคอเลสเตอรอล-ไขมันในเลือด-i.63775797.2438947994
24,Fried garlic chips กระเทียมแผ่นทอดกรอบ กระเทียมแผ่นทอด กระเทียมแผ่นกรอบ ขนาด 500 กรัม,฿119,general,4.8418,426.0,จังหวัดชลบุรี,https://cf.shopee.co.th/file/062fff717fceef592086007b1631fd6a_tn,https://shopee.co.th//Fried-garlic-chips-กระเทียมแผ่นทอดกรอบ-กระเทียมแผ่นทอด-กระเทียมแผ่นกรอบ-ขนาด-500-กรัม-i.47149118.7451673545
25,กระเทียมโทนดอง 500g - W042,฿160,ร้านแนะนำ,4.7401,589.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/0ccfcb8c11d893fb8c339834a0f42a1a_tn,https://shopee.co.th//กระเทียมโทนดอง-500g-W042-i.94807141.3906220879
26,ที่บดกระเทียม เครื่องมือบดกระเทียม ที่กดกระเทียม สแตนเลส ที่บีบกระเทียม แบบมือบีบ Garlic grinding tool,฿29,ร้านแนะนำ,4.6,139.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/7fc56279258556221c9006cca81990ef_tn,https://shopee.co.th//ที่บดกระเทียม-เครื่องมือบดกระเทียม-ที่กดกระเทียม-สแตนเลส-ที่บีบกระเทียม-แบบมือบีบ-Garlic-grinding-tool-i.236248500.4560582501
27,กระเทียมโทนดองน้ำผึ้งราคาส่งจากผู้ผลิตโดยตรง ขวดเล็ก 35 บาท (ขวดพลาสติกไม่แตก ),฿39,general,4.7308,157.0,จังหวัดลำปาง,https://cf.shopee.co.th/file/554915a8eb47980376e99d71a86de896_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้งราคาส่งจากผู้ผลิตโดยตรง-ขวดเล็ก-35-บาท-(ขวดพลาสติกไม่แตก-)-i.46293353.8216292412
28,กระเทียมป่น 50 กรัม ตรามือที่ 1 👍🏻 ง่วนสูน ในขวดแก้ว | Nguan Soon - Fine-quality Ground Garlic 50g in a glass bottle,฿75,ร้านแนะนำ,4.8889,36.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/c616d32a3d080d7c1d26772f670a8e72_tn,https://shopee.co.th//กระเทียมป่น-50-กรัม-ตรามือที่-1-👍🏻-ง่วนสูน-ในขวดแก้ว-Nguan-Soon-Fine-quality-Ground-Garlic-50g-in-a-glass-bottle-i.144204210.7254754818
29,กระเทียมโทนดอง แม่จินต์ #ลดราคา,฿180,general,4.9529,184.0,จังหวัดลำปาง,https://cf.shopee.co.th/file/04b5d482b0beda438547d1b480bd1db5_tn,https://shopee.co.th//กระเทียมโทนดอง-แม่จินต์-ลดราคา-i.242679790.6030502351
30,#กระเทียมป่น 500 กรัม #Garlic powder 500 grams 100%,฿200,ร้านแนะนำ,4.9545,123.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/2ce048fa7c0fa1ad4113fc969948691c_tn,https://shopee.co.th//-กระเทียมป่น-500-กรัม-Garlic-powder-500-grams-100--i.236736018.7827354248
31,ซอสพริกกุ้ยหลิน เผ็ดอร่อยหอมพริกกระเทียม คู่ครัวอาหารเสฉวน (230g) (B222),฿79,ร้านแนะนำ,4.8834,820.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/ac78c1c2d710b4b64ae065cbb923f5c3_tn,https://shopee.co.th//ซอสพริกกุ้ยหลิน-เผ็ดอร่อยหอมพริกกระเทียม-คู่ครัวอาหารเสฉวน-(230g)-(B222)-i.41177111.1691222319
32,ที่บดกระเทียม / ที่บีบมะนาว / ที่บดมันฝรั่ง ที่คั้นผักผลไม้ รุ่นสแตนเลส อย่างดี#C018,฿85,general,4.6742,414.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/71e64d2c2117837b4cc478991a7d4000_tn,https://shopee.co.th//ที่บดกระเทียม-ที่บีบมะนาว-ที่บดมันฝรั่ง-ที่คั้นผักผลไม้-รุ่นสแตนเลส-อย่างดี-C018-i.164723006.5743002464
33,🌟กระเทียมโทนดอง น้ำผึ้ง โสม 3 รส ขนาด 800 กรัม,฿110,general,4.8137,470.0,จังหวัดลำปาง,https://cf.shopee.co.th/file/4b89734565faaa6106607f8de4037949_tn,https://shopee.co.th//🌟กระเทียมโทนดอง-น้ำผึ้ง-โสม-3-รส-ขนาด-800-กรัม-i.289949891.4445320643
34,กระเทียมโทนดอง แม่จินต์ ขวดแก้ว,฿65,general,4.8182,50.0,จังหวัดลำปาง,https://cf.shopee.co.th/file/3904f21b9eef82e64766790580540141_tn,https://shopee.co.th//กระเทียมโทนดอง-แม่จินต์-ขวดแก้ว-i.242679790.4830505632
35,🎑ที่บีบมะนาว ใหญ่มากก /ที่คั้นมะนาว บดกระเทียม ที่คั้นผักผลไม้/ ที่บดมันฝรั่ง รุ่นสแตนเลสอย่างดี🎑 #K020,฿29 - ฿95,general,4.7174,131.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/0d06ca712b045315432121a746ccd52c_tn,https://shopee.co.th//🎑ที่บีบมะนาว-ใหญ่มากก-ที่คั้นมะนาว-บดกระเทียม-ที่คั้นผักผลไม้-ที่บดมันฝรั่ง-รุ่นสแตนเลสอย่างดี🎑-K020-i.410845190.8841561237
36,กระเทียมดำ ไม่แกะเปลือก ตราสุทัศน์พานิช,฿15 - ฿71,general,4.4,16.0,จังหวัดแม่ฮ่องสอน,https://cf.shopee.co.th/file/57d3fbccd433367fa66afa49d8e6c36b_tn,https://shopee.co.th//กระเทียมดำ-ไม่แกะเปลือก-ตราสุทัศน์พานิช-i.272368157.4556041217
37,กระเทียมป่น 200 กรัม Ground Garlic Powder ตรามือที่1 No1 hand brand กระเทียมผง ผงกระเทียม,฿166,ร้านแนะนำ,4.9167,71.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/5eb287f31cd957fb49140c2b12217a81_tn,https://shopee.co.th//กระเทียมป่น-200-กรัม-Ground-Garlic-Powder-ตรามือที่1-No1-hand-brand-กระเทียมผง-ผงกระเทียม-i.113339740.6236472937
38,ง่วนสูน ตรามือที่ 1 ผงกระเทียมผสมเกลือไอโอดีน 50 g.,฿65,shopee mall,4.9231,356.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/c22c7d68befbf8913a3b96223e615f28_tn,https://shopee.co.th//ง่วนสูน-ตรามือที่-1-ผงกระเทียมผสมเกลือไอโอดีน-50-g.-i.61637165.1397864707
39,ที่บดอาหาร ที่ปั่นอาหาร บดอาหาร ที่บดเครื่องเทศ บดกระเทียม บดพริกไทย เครื่องช่วยบดสับอาหาร,฿168 - ฿218,ร้านแนะนำ,4.3548,68.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/cdd75536639ab88408ec5715e5e9c10a_tn,https://shopee.co.th//ที่บดอาหาร-ที่ปั่นอาหาร-บดอาหาร-ที่บดเครื่องเทศ-บดกระเทียม-บดพริกไทย-เครื่องช่วยบดสับอาหาร-i.216274168.7937676441
40,ไม่ต้องโขลกอีกต่อไป!! ผงปรุงรสสำเร็จรูปสามเกลอ (รากผักชี กระเทียม พริกไทยดำ 100%),฿260 - ฿890,general,4.8667,298.0,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/dbfddb25d3830421e5f4aea8918f7721_tn,https://shopee.co.th//ไม่ต้องโขลกอีกต่อไป!!-ผงปรุงรสสำเร็จรูปสามเกลอ-(รากผักชี-กระเทียม-พริกไทยดำ-100-)-i.33769382.1234803861
41,"🧄กระเทียมปิงปอง🧄 ขนาด 500 กรัม,1 กิโลกรัม ✅คัดเกรด คุณภาพดี กระเทียมจีนหัว ขาว เนื้อแน่น เกรด A สดใหม่",฿40 - ฿80,ร้านแนะนำ,4.9412,49.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/5238b8eca522c860734122fd1219b9da_tn,https://shopee.co.th//🧄กระเทียมปิงปอง🧄-ขนาด-500-กรัม-1-กิโลกรัม-✅คัดเกรด-คุณภาพดี-กระเทียมจีนหัว-ขาว-เนื้อแน่น-เกรด-A-สดใหม่-i.323273381.6061633361
42,กระเทียมโทนดองสามรส กระเทียมโทนดองน้ำผึ้ง ดองธรรมชาติ ไม่ใช่วัตถุกันเสีย,฿120 - ฿180,general,4.9524,115.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/b9277a6df3c416c51fda619f4d2cdc44_tn,https://shopee.co.th//กระเทียมโทนดองสามรส-กระเทียมโทนดองน้ำผึ้ง-ดองธรรมชาติ-ไม่ใช่วัตถุกันเสีย-i.72026868.7179650428
43,➡️➡️➡️กระเทียมไทยมัดจุก(ทำสะอาด) 1 กิโลกรัม⬅️⬅️⬅️,฿52,general,4.8333,104.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/485ff87311c02f7142809bb17ddd7fc9_tn,https://shopee.co.th//➡️➡️➡️กระเทียมไทยมัดจุก(ทำสะอาด)-1-กิโลกรัม⬅️⬅️⬅️-i.167665885.9618741894
44,"กระเทียมโทนดอง (เกรด A) น้ำผึ้ง , สามรส น้ำหนักรวม 400 กรัม (ได้เยอะ ไม่หก ไม่หนักขวด)",฿125,general,4.7969,248.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/95f499f7937557b43d306d2d233bb7f2_tn,https://shopee.co.th//กระเทียมโทนดอง-(เกรด-A)-น้ำผึ้ง-สามรส-น้ำหนักรวม-400-กรัม-(ได้เยอะ-ไม่หก-ไม่หนักขวด)-i.34044695.4274906470
45,กระเทียมโทนดองสามรส 100 กรัม น้ำหนักรวม 200 กรัม,฿50,ร้านแนะนำ,4.9163,652.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/12b2868b3814ba2226d28ba6bbcda4ab_tn,https://shopee.co.th//กระเทียมโทนดองสามรส-100-กรัม-น้ำหนักรวม-200-กรัม-i.54833404.2189869768
46,Garlic Bite - กระเทียมทอดกรอบปรุงรส (85g),฿80,general,4.6207,121.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/556ce07812f13baf4187c31a9c99cac2_tn,https://shopee.co.th//Garlic-Bite-กระเทียมทอดกรอบปรุงรส-(85g)-i.26244776.8710852023
47,กระเทียมดำภูเขาไฟ ศรีษะเกษ 500  กรัม,฿413,general,4.8571,10.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/f654b0cc6dff4d00b66c05479691f584_tn,https://shopee.co.th//กระเทียมดำภูเขาไฟ-ศรีษะเกษ-500-กรัม-i.124640151.9537660673
48,ปั่นอาหาร กระเทียม พริก ด้วยมือดึง,฿109 - ฿129,general,3.0,3.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/7b0a0b397c1c41c46a7955e23a817c2b_tn,https://shopee.co.th//ปั่นอาหาร-กระเทียม-พริก-ด้วยมือดึง-i.236256261.6077794588
49,กระเทียมอบกรอบ ขนาดมินิ 50 กรัม 3 รสชาติ,฿49 - ฿100,general,4.7684,231.0,จังหวัดพิจิตร,https://cf.shopee.co.th/file/8fc8d4cb17078a3bac55572ee879ae6a_tn,https://shopee.co.th//กระเทียมอบกรอบ-ขนาดมินิ-50-กรัม-3-รสชาติ-i.78926485.6034192718
50,กระเทียมแผ่นทอดอบกรอบ ขนาด 200 กรัม,฿99,general,5.0,13.0,จังหวัดพิจิตร,https://cf.shopee.co.th/file/eb4b4bb47a73d33f53df9df80fe1f189_tn,https://shopee.co.th//กระเทียมแผ่นทอดอบกรอบ-ขนาด-200-กรัม-i.78926485.8012413895
51,เนยกระเทียมโทนFoodies เนยพร้อมสมุนไพรกระเทียมโทนไทย และใบพาร์สลีย์ ใช้ทาขนมปังและปรุงอาหารหลายเมนู บรรจุ 150กรัม,฿129,general,5.0,5.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/6bdaa02a123c3d7dba5d5feaef880bc5_tn,https://shopee.co.th//เนยกระเทียมโทนFoodies-เนยพร้อมสมุนไพรกระเทียมโทนไทย-และใบพาร์สลีย์-ใช้ทาขนมปังและปรุงอาหารหลายเมนู-บรรจุ-150กรัม-i.66838304.7949134520
52,กระเทียม กระเทียมปอกเปลือก กระเทียมแกะ พร้อมทาน อาหารพร้อมทาน วัตถุดิบทำอาหาร คัดสรรคุณภาพ ผลิตตามออเดอร์เท่านั้น,฿45 - ฿120,general,0.0,2.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/5d457d731b0f308ddac39189f328c5a2_tn,https://shopee.co.th//กระเทียม-กระเทียมปอกเปลือก-กระเทียมแกะ-พร้อมทาน-อาหารพร้อมทาน-วัตถุดิบทำอาหาร-คัดสรรคุณภาพ-ผลิตตามออเดอร์เท่านั้น-i.89678924.5787200004
53,กระเทียมแผ่นทอดอบกรอบ ขนาด 500g-1000g ดั้งเดิม รสบาร์บีคิว และรสชีส,฿220 - ฿400,general,4.8421,176.0,จังหวัดพิจิตร,https://cf.shopee.co.th/file/c48734c0eca547520889bd759c51c299_tn,https://shopee.co.th//กระเทียมแผ่นทอดอบกรอบ-ขนาด-500g-1000g-ดั้งเดิม-รสบาร์บีคิว-และรสชีส-i.78926485.4834122751
54,Garlic Biscuits 🍞ปังกระเทียมไร้แป้ง🍞,฿55,ร้านแนะนำ,4.8608,613.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/7d061076e8a5d9f596752403a0af0a7e_tn,https://shopee.co.th//Garlic-Biscuits-🍞ปังกระเทียมไร้แป้ง🍞-i.181867831.2888298035
55,กระเทียมโทน สะอาด รับประกันคุณภาพ,฿40 - ฿170,ร้านแนะนำ,4.8333,51.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/0c1324393970d7e89fe11280f97e4746_tn,https://shopee.co.th//กระเทียมโทน-สะอาด-รับประกันคุณภาพ-i.20592.4849816603
56,กระเทียมโทน แม่จินต์ 280กรัม กระเทียมดอง,฿69,ร้านแนะนำ,4.8333,54.0,จังหวัดขอนแก่น,https://cf.shopee.co.th/file/d420adfdc773716a0edc6516e3396ae0_tn,https://shopee.co.th//กระเทียมโทน-แม่จินต์-280กรัม-กระเทียมดอง-i.240473855.3163477829
57,[คืน10% โค้ด SPCCB6ATBQ] ที่บดกระเทียม ขิง สแตนเลส (236237),฿39,ร้านแนะนำ,4.7005,4600.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/a0a88cf641916ee972dec101f963456a_tn,https://shopee.co.th//-คืน10-โค้ด-SPCCB6ATBQ-ที่บดกระเทียม-ขิง-สแตนเลส-(236237)-i.47067753.1554212918
58,MAEJIN กระเทียมดอง340G แม่จินต์ กระเทียมดอง 340กรัม 1 กระปุก กระเทียมดอง กระเทียม น้ำกระเทียมดอง น้ำกระเทียมดองขวด,฿44,ร้านแนะนำ,4.963,77.0,จังหวัดขอนแก่น,https://cf.shopee.co.th/file/df10b20d01ab1651e308a6e01f28d65d_tn,https://shopee.co.th//MAEJIN-กระเทียมดอง340G-แม่จินต์-กระเทียมดอง-340กรัม-1-กระปุก-กระเทียมดอง-กระเทียม-น้ำกระเทียมดอง-น้ำกระเทียมดองขวด-i.240473855.7052692854
59,กระเทียมโทนดองสามรส(เกรดB) 230 กรัม น่ำหนักรวม 350 กรัม,฿65,ร้านแนะนำ,4.8053,580.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/693ebd1cf559ae1b971cf7a81db099ee_tn,https://shopee.co.th//กระเทียมโทนดองสามรส(เกรดB)-230-กรัม-น่ำหนักรวม-350-กรัม-i.54833404.7320892993
60,"🧄กระเทียมไทย เบอร์ 4 กลีบเล็ก🧄 ขนาด 500 กรัม,1 กิโลกรัม ✅คัดเกรด คุณภาพดี กระเทียมแกะกลีบ เกรด A สดใหม่ ไม่ลีบไม่ฝ่อ",฿50 - ฿100,ร้านแนะนำ,4.775,94.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/361a5e5f8f2c757607201c6f20dfeb27_tn,https://shopee.co.th//🧄กระเทียมไทย-เบอร์-4-กลีบเล็ก🧄-ขนาด-500-กรัม-1-กิโลกรัม-✅คัดเกรด-คุณภาพดี-กระเทียมแกะกลีบ-เกรด-A-สดใหม่-ไม่ลีบไม่ฝ่อ-i.323273381.7261627557
61,🔥(กระเทียมใหม่ปี64)รับประกันไม่ฝ่อ✔ไม่มอด✔ไม่รา✔กระเทียมไทยแกะกลีบรุ่นล่าสุด ปี64*ราคามาตรฐานอิงท้องตลาด ✔,฿79,general,4.8416,538.0,จังหวัดเชียงใหม่,no image,https://shopee.co.th//🔥(กระเทียมใหม่ปี64)รับประกันไม่ฝ่อ✔ไม่มอด✔ไม่รา✔กระเทียมไทยแกะกลีบรุ่นล่าสุด-ปี64*ราคามาตรฐานอิงท้องตลาด-✔-i.38313693.2155464799
62,กระเทียมจีน แกะกลีบเบอร์จัมโบ้ สะอาด รับประกันคุณภาพ,฿50 - ฿120,ร้านแนะนำ,4.9138,106.0,จังหวัดนนทบุรี,no image,https://shopee.co.th//กระเทียมจีน-แกะกลีบเบอร์จัมโบ้-สะอาด-รับประกันคุณภาพ-i.20592.6749779164
63,เครื่องผัดและหมัก สูตรกระเทียมทรงเครื่อง ตราแม่กาญจน์,฿65,general,4.8627,384.0,จังหวัดเชียงใหม่,no image,https://shopee.co.th//เครื่องผัดและหมัก-สูตรกระเทียมทรงเครื่อง-ตราแม่กาญจน์-i.51139393.1656130122
64,กระเทียมโทนดอง (เกรด B) สามรส น้ำหนักเนื้อ 400 กรัม น้ำหนักรวม 600 กรัม (ได้เยอะ ไม่หก ไม่หนักขวด),฿65,general,4.8571,58.0,จังหวัดเชียงใหม่,no image,https://shopee.co.th//กระเทียมโทนดอง-(เกรด-B)-สามรส-น้ำหนักเนื้อ-400-กรัม-น้ำหนักรวม-600-กรัม-(ได้เยอะ-ไม่หก-ไม่หนักขวด)-i.34044695.8815389391
