num,name,price,type,star,sold,from,img_src,url
13,กระเทียมเจียวหอมกรอบสดใหม่ทุกวัน ไม่อมน้ำมัน ขนาด 100 กรัม,฿30,general,4.7222,80.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/b11392b26581a699a825ebb8a6dcc615_tn,https://shopee.co.th//กระเทียมเจียวหอมกรอบสดใหม่ทุกวัน-ไม่อมน้ำมัน-ขนาด-100-กรัม-i.24412553.6844944422
14,กระเทียมเจียว ตราไร่ทิพย์(500กรัม),฿85,ร้านแนะนำ,4.9737,207.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/e4d078aa95b369e0382ee16529c79b08_tn,https://shopee.co.th//กระเทียมเจียว-ตราไร่ทิพย์(500กรัม)-i.56353713.6328445858
15,กระเทียมเจียว แบบถุง 100 กรัม ตราแม่ศรี,฿45 - ฿62,general,5.0,14.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/84fe23ba3d9648104b6bc7bb55698bdb_tn,https://shopee.co.th//กระเทียมเจียว-แบบถุง-100-กรัม-ตราแม่ศรี-i.64550957.4878633916
16,กระเทียมสไลด์ทอด กระเทียมแผ่นทอด กระเทียมเจียวทอด คุณชาย,฿85 - ฿320,ร้านแนะนำ,4.8667,165.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/5ad3438afa7c431db64b82a4913ca1a5_tn,https://shopee.co.th//กระเทียมสไลด์ทอด-กระเทียมแผ่นทอด-กระเทียมเจียวทอด-คุณชาย-i.180421396.7075013456
17,กระเทียมเจียว หอม กรอบ ชิ้นละเอียด ไม่อมน้ำมัน ไม่ผสมมัน กระเทียม 100% กระเทียมกรอบ อบกรอบ สำเร็จรูป เครื่องปั่นกระเทียม,฿29 - ฿79,general,4.7273,161.0,จังหวัดเชียงใหม่,no image,https://shopee.co.th//กระเทียมเจียว-หอม-กรอบ-ชิ้นละเอียด-ไม่อมน้ำมัน-ไม่ผสมมัน-กระเทียม-100-กระเทียมกรอบ-อบกรอบ-สำเร็จรูป-เครื่องปั่นกระเทียม-i.4446172.5815288791
18,pepperrg กระเทียมเจียวอบกรอบ รสคั่วพริกเกลือ fried garlic,฿130,general,4.8545,485.0,จังหวัดกรุงเทพมหานคร,no image,https://shopee.co.th//pepperrg-กระเทียมเจียวอบกรอบ-รสคั่วพริกเกลือ-fried-garlic-i.104411964.1653998052
19,อสร. กระเทียมเจียวเนื้อล้วน Fried  Garlic 120 กรัม,฿79,shopee mall,5.0,8.0,จังหวัดกรุงเทพมหานคร,no image,https://shopee.co.th//อสร.-กระเทียมเจียวเนื้อล้วน-Fried-Garlic-120-กรัม-i.271984233.9914506433
20,กระเทียมเจียว​ เจ้ต๊อก​ ขนาด​ 500​ กรัม​,฿40,general,4.7667,83.0,จังหวัดศรีสะเกษ,no image,https://shopee.co.th//กระเทียมเจียว​-เจ้ต๊อก​-ขนาด​-500​-กรัม​-i.27001791.5467910118
21,กระเทียมเจียวเนื้อล้วน คุณชาย (แบบไม่มีเปลือก) 200 กรัม,฿80,ร้านแนะนำ,4.9286,80.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/af03a631b7cfde9bb7c440bc9c088d3b_tn,https://shopee.co.th//กระเทียมเจียวเนื้อล้วน-คุณชาย-(แบบไม่มีเปลือก)-200-กรัม-i.180421396.4976247322
22,กระเทียมเจียว ใหม่ สดทุกวัน ไม่อมน้ำมัน หอม กรอบ  ไม่แต่งกลิ่น,฿58 - ฿125,general,4.8987,161.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/98c2ad4cae5c203b1dca9c7ffe0070b6_tn,https://shopee.co.th//กระเทียมเจียว-ใหม่-สดทุกวัน-ไม่อมน้ำมัน-หอม-กรอบ-ไม่แต่งกลิ่น-i.24412553.4842575204
23,กระเทียมเจียวเนื้อ 120 กรัม อารี,฿75,general,4.76,56.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/75a59a945d349a414bdb5f30f85c0184_tn,https://shopee.co.th//กระเทียมเจียวเนื้อ-120-กรัม-อารี-i.104411964.4423836638
24,กระเทียมเจียว สำเร็จรูป ( อย่างดี ) 1 กิโล ✅ #น้ำพริกสามพี่น้อง,฿130,general,4.8582,423.0,จังหวัดเพชรบุรี,https://cf.shopee.co.th/file/ae3cdb6457a126a131c21b87254fa83b_tn,https://shopee.co.th//กระเทียมเจียว-สำเร็จรูป-(-อย่างดี-)-1-กิโล-✅-น้ำพริกสามพี่น้อง-i.33329935.1303156911
25,กระเทียมเจียวเนื้อล้วนขนาด 300 g.,฿85,general,4.8535,321.0,จังหวัดขอนแก่น,https://cf.shopee.co.th/file/6798ea28a5e9e2eedc4d58321056a103_tn,https://shopee.co.th//กระเทียมเจียวเนื้อล้วนขนาด-300-g.-i.58867504.1902552217
26,กระเทียมเจียว แพคถุงใส (500กรัม),฿45,ร้านแนะนำ,4.8649,247.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/320b15729e024a762ac895720e56fa77_tn,https://shopee.co.th//กระเทียมเจียว-แพคถุงใส-(500กรัม)-i.154909392.4135061116
27,กากหมูกระเทียมเจียว - กากหมูล้วนไม่มีแคปหมูผสม,฿69,ร้านแนะนำ,4.8485,210.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/4065e5f2c07323b2808020fa25ebcbd3_tn,https://shopee.co.th//กากหมูกระเทียมเจียว-กากหมูล้วนไม่มีแคปหมูผสม-i.234826518.7435416976
28,กระเทียมเจียว ตราไร่ทิพย์ 100 กรัม กระเทียมแท้ 100%,฿22,ร้านแนะนำ,4.9703,267.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/d5be6b1ab2fcbd63b1c76b87362be893_tn,https://shopee.co.th//กระเทียมเจียว-ตราไร่ทิพย์-100-กรัม-กระเทียมแท้-100--i.17032517.7931878245
29,กระเทียมเจียวมีเปลือก น้ำหนัก 100 กรัม,฿39,general,5.0,43.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/e0b37ca180c199cd13ed7668bb70595f_tn,https://shopee.co.th//กระเทียมเจียวมีเปลือก-น้ำหนัก-100-กรัม-i.304109465.4253064331
30,WANALEE - กระเทียมเจียว กระเทียมทอด 100g,฿55,ร้านแนะนำ,4.8609,340.0,จังหวัดลำพูน,https://cf.shopee.co.th/file/fd7ae12652742833b2911c62652332d4_tn,https://shopee.co.th//WANALEE-กระเทียมเจียว-กระเทียมทอด-100g-i.193246802.6907529815
31,กระเทียมเจียว หอม กรอบ,฿10 - ฿25,general,4.85,40.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/7dc283fc742746639caac2a320e58b56_tn,https://shopee.co.th//กระเทียมเจียว-หอม-กรอบ-i.332461809.4677856168
32,momoya taberulayu 食べるラー油 กระเทียมเจียวญี่ปุ่น,฿245,general,5.0,12.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/0cb3db8d58dab1cd75d8f209f61a3a9d_tn,https://shopee.co.th//momoya-taberulayu-食べるラー油-กระเทียมเจียวญี่ปุ่น-i.24021628.9321185744
33,กระเทียมเจียว ชนิดแผ่น 90 กรัม อารี,฿75,general,4.7368,48.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/a7b78619276554bf6b7037192d204d31_tn,https://shopee.co.th//กระเทียมเจียว-ชนิดแผ่น-90-กรัม-อารี-i.104411964.6623836288
34,หอมเจียว กระเทียมเจียว 📌มีหลายรสชาติให้เลือก,฿27 - ฿54,ร้านแนะนำ,4.6553,718.0,จังหวัดแพร่,https://cf.shopee.co.th/file/3487c8790e0599c04c8938d49607b956_tn,https://shopee.co.th//หอมเจียว-กระเทียมเจียว-📌มีหลายรสชาติให้เลือก-i.47673285.7440726736
35,กากหมูกระเทียมเจียว ซองสูญญากาศ พร้อมรับประทาน กากหมู เน้นๆ | ลูกยายนอม,฿60 - ฿110,ร้านแนะนำ,5.0,26.0,จังหวัดชลบุรี,https://cf.shopee.co.th/file/fe2778fb9e0f749ffb7f071758f09978_tn,https://shopee.co.th//กากหมูกระเทียมเจียว-ซองสูญญากาศ-พร้อมรับประทาน-กากหมู-เน้นๆ-ลูกยายนอม-i.40766785.8546822961
36,กระเทียมเจียวเนื้อล้วน น้ำหนัก 150 กรัม,฿70,general,4.7083,128.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/ba6aef1e5698bb8e5d75eb07c0a16d7b_tn,https://shopee.co.th//กระเทียมเจียวเนื้อล้วน-น้ำหนัก-150-กรัม-i.304109465.6253063735
37,Garlic Bite - กระเทียมทอดกรอบปรุงรส (85g),฿80,general,4.6207,121.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/556ce07812f13baf4187c31a9c99cac2_tn,https://shopee.co.th//Garlic-Bite-กระเทียมทอดกรอบปรุงรส-(85g)-i.26244776.8710852023
38,ถั่ว-กระเทียมเจียว🍳🥓,฿15,general,5.0,79.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/56be053c25a03770d13c420cae707ee8_tn,https://shopee.co.th//ถั่ว-กระเทียมเจียว🍳🥓-i.206581810.6135949006
39,ใช้โค้ดMAYINC30ลดเพิ่ม30% * กะปิแท้100% กะปิคลองโคลน ปลอดสารพิษ ของฝากแม่กลอง กะปิเคยแท้ กะปิ ORGANIC,฿86,general,4.8333,17.0,จังหวัดสมุทรสงคราม,https://cf.shopee.co.th/file/5b1f2915fda1749bed23e3dea4cf4bfb_tn,https://shopee.co.th//ใช้โค้ดMAYINC30ลดเพิ่ม30-*-กะปิแท้100-กะปิคลองโคลน-ปลอดสารพิษ-ของฝากแม่กลอง-กะปิเคยแท้-กะปิ-ORGANIC-i.380114593.6478551276
40,🧄กระเทียมเจียว🧄 ขนาด 500 กรัม ✅คัดเกรด คุณภาพดี กลิ่นหอม อร่อย กรอบนาน,฿65,ร้านแนะนำ,5.0,2.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/86cd81e151da789a051f0e9d544cec90_tn,https://shopee.co.th//🧄กระเทียมเจียว🧄-ขนาด-500-กรัม-✅คัดเกรด-คุณภาพดี-กลิ่นหอม-อร่อย-กรอบนาน-i.323273381.4861640576
41,กระเทียมเจียวคุณชาย กระเทียมเจียวคุณภาพ 1000 กรัม (ถุง Zip Lock เก็บง่าย),฿172,ร้านแนะนำ,5.0,42.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/c5be65eb7877a84d60c995a32e1d1f03_tn,https://shopee.co.th//กระเทียมเจียวคุณชาย-กระเทียมเจียวคุณภาพ-1000-กรัม-(ถุง-Zip-Lock-เก็บง่าย)-i.180421396.5759559590
42,ซอสกระเทียมเต้าซี่ Black Bean  Garlic Sauce แบรนด์​ Lee Kum Kee ขนาด 226 กรัม,฿135,general,4.3333,11.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/c1969ddcd9ee181fe529a9e0939e455c_tn,https://shopee.co.th//ซอสกระเทียมเต้าซี่-Black-Bean-Garlic-Sauce-แบรนด์​-Lee-Kum-Kee-ขนาด-226-กรัม-i.70255299.3561750248
43,กะปิเจ​ 500​ ก.​ สุพรรณ​ เจ้าเก่า​ VEGETARIAN SOY PASTE,฿64,ร้านแนะนำ,5.0,12.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/25dc6ec1c297ca8439e53b2aef231d5d_tn,https://shopee.co.th//กะปิเจ​-500​-ก.​-สุพรรณ​-เจ้าเก่า​-VEGETARIAN-SOY-PASTE-i.98802668.6253439156
44,ใช้โค้ดMAYINC30ลดเพิ่ม30% * กะปิแท้100% กะปิคลองโคลน ปลอดสารพิษ ของฝากแม่กลอง กะปิเคยแท้ กะปิ ORGANIC,฿23,general,4.5,4.0,จังหวัดสมุทรสงคราม,https://cf.shopee.co.th/file/e80edb6cf9e7e1bf2cc76dfb6ad347b6_tn,https://shopee.co.th//ใช้โค้ดMAYINC30ลดเพิ่ม30-*-กะปิแท้100-กะปิคลองโคลน-ปลอดสารพิษ-ของฝากแม่กลอง-กะปิเคยแท้-กะปิ-ORGANIC-i.380114593.9512048688
45,กล่องเก็บกระเทียมหัวหอมกระเทียมแบบสองชั้น,฿36,general,4.75,23.0,ต่างประเทศ,https://cf.shopee.co.th/file/c9d20ace02b3b728ef8e343a1aad7e75_tn,https://shopee.co.th//กล่องเก็บกระเทียมหัวหอมกระเทียมแบบสองชั้น-i.299126784.6049945845
46,กระเทียมเจียว ตราไรทิพย์ 100 กรัม กระเทียมแท้ 100% กรอบ อร่อย ไม่เหม็นหืน,฿22,ร้านแนะนำ,5.0,21.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/1d5be1c30665ace51c59d06ba61e8279_tn,https://shopee.co.th//กระเทียมเจียว-ตราไรทิพย์-100-กรัม-กระเทียมแท้-100-กรอบ-อร่อย-ไม่เหม็นหืน-i.292955984.3157816035
47,กระเทียมเจียว ไร่ทิพย์ 500g,฿82,general,3.5,34.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/19338e24dd2f793ec4a6642c0df66a19_tn,https://shopee.co.th//กระเทียมเจียว-ไร่ทิพย์-500g-i.73060096.5357399955
48,กระเทียมเจียวชายสี่ 500 กรัม,฿80,general,4.6486,125.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/cb08c26147be0f421490281023403557_tn,https://shopee.co.th//กระเทียมเจียวชายสี่-500-กรัม-i.66432118.4119555630
49,กระเทียมเจียวทอดสำเร็จรูป ตรากระเทียมทอง น้ำหนัก350กรัม,฿30,ร้านแนะนำ,5.0,8.0,จังหวัดอุดรธานี,https://cf.shopee.co.th/file/20f03afdfa118396428771cf4de91d9a_tn,https://shopee.co.th//กระเทียมเจียวทอดสำเร็จรูป-ตรากระเทียมทอง-น้ำหนัก350กรัม-i.15735925.5881534338
50,กระเทียมเจียวคุณชาย กระเทียมเจียวคุณภาพ 100 กรัม (ถุง Zip Lock เก็บง่าย),฿35,ร้านแนะนำ,4.8889,30.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/ab580ec62ff506a19f201db42bd90917_tn,https://shopee.co.th//กระเทียมเจียวคุณชาย-กระเทียมเจียวคุณภาพ-100-กรัม-(ถุง-Zip-Lock-เก็บง่าย)-i.180421396.6257082830
51,🔥โปร 2 ชิ้นลด 3%🧄 กระเทียมเจียว 500 กรัม/ห่อ คุณภาพมาตรฐาน หอม กรอบ สะอาด,฿75,ร้านแนะนำ,4.8,18.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/5cb71f0eee0c016fba98f5ebc4a85f17_tn,https://shopee.co.th//🔥โปร-2-ชิ้นลด-3-🧄-กระเทียมเจียว-500-กรัม-ห่อ-คุณภาพมาตรฐาน-หอม-กรอบ-สะอาด-i.111316014.6174824335
52,กระเทียมเจียว สด ใหม่ ไม่แต่งกลิ่น กรอบ หอมกรุ่น ขนาด 500 กรัม,฿125,general,5.0,22.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/5249389d2485725692175162ad7a0212_tn,https://shopee.co.th//กระเทียมเจียว-สด-ใหม่-ไม่แต่งกลิ่น-กรอบ-หอมกรุ่น-ขนาด-500-กรัม-i.24412553.3942670749
53,กระเทียมเจียว ขนาด 1000 g,฿100,ร้านแนะนำ,4.6111,55.0,จังหวัดเชียงราย,https://cf.shopee.co.th/file/1984867200af3b343b47828294bd3dab_tn,https://shopee.co.th//กระเทียมเจียว-ขนาด-1000-g-i.43163403.7058423068
54,หอมเจียวเล็ก กระเทียมเจียวเล็ก ‼️มีรอบส่งจ้า,฿15,general,4.9014,210.0,จังหวัดอุบลราชธานี,https://cf.shopee.co.th/file/ff411723b945c6626f91ea21f5c11f41_tn,https://shopee.co.th//หอมเจียวเล็ก-กระเทียมเจียวเล็ก-‼️มีรอบส่งจ้า-i.52499979.2452715412
55,กระเทียมเจียว แบบกระปุก ตรา แม่ศรี,฿84 - ฿100,general,4.9348,357.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/8482c8406c838a6e74606a0c0041ed6d_tn,https://shopee.co.th//กระเทียมเจียว-แบบกระปุก-ตรา-แม่ศรี-i.64550957.3629806024
56,กระเทียมเจียวมินิขนาดพกพา,฿8,ร้านแนะนำ,4.6667,10.0,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/40ef0127ff14c5d83c90258c05fdb52f_tn,https://shopee.co.th//กระเทียมเจียวมินิขนาดพกพา-i.133826346.7276241818
57,กระเทียมเจียว ตรา ฮ ( มีหลายขนาด )หอม กรอบ พร้อมส่ง 🔥,฿13 - ฿53,ร้านแนะนำ,4.871,128.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/785d3b4328d9fa7acea01d439bb5065b_tn,https://shopee.co.th//กระเทียมเจียว-ตรา-ฮ-(-มีหลายขนาด-)หอม-กรอบ-พร้อมส่ง-🔥-i.17032517.5736686437
58,กระเทียมเจียวสเปรย์น้ำมัน ❌ไร้แป้ง/น้ำตาล/ชูรส คีโตทานได้,฿95,general,4.9615,70.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/56884ca0852092defe0c101e77617f9c_tn,https://shopee.co.th//กระเทียมเจียวสเปรย์น้ำมัน-❌ไร้แป้ง-น้ำตาล-ชูรส-คีโตทานได้-i.217500051.5081462222
59,pepperrg กระเทียมเจียวปรุงรส เปปเปอร์จี รสกระเทียมสวรรค์,฿130,general,4.898,109.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/51576b48516845e05cb99c6796e36e2a_tn,https://shopee.co.th//pepperrg-กระเทียมเจียวปรุงรส-เปปเปอร์จี-รสกระเทียมสวรรค์-i.104411964.1654005900
60,Fried Garlic กระเทียมเจียว กระเทียมเจียวแท้ บรรจุถุงละ 500 กรัม,฿89,general,5.0,40.0,จังหวัดชลบุรี,https://cf.shopee.co.th/file/34d0b2a59416fc4ec4f38605bfeaf894_tn,https://shopee.co.th//Fried-Garlic-กระเทียมเจียว-กระเทียมเจียวแท้-บรรจุถุงละ-500-กรัม-i.47149118.3551773248
61,กระเทียมเจียวคุณชาย กระเทียมเจียวคุณภาพ 500 กรัม (ถุง Zip Lock เก็บง่าย),฿88,ร้านแนะนำ,5.0,34.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/4a784c2f07ab19f3b45ad0c9224c994d_tn,https://shopee.co.th//กระเทียมเจียวคุณชาย-กระเทียมเจียวคุณภาพ-500-กรัม-(ถุง-Zip-Lock-เก็บง่าย)-i.180421396.4559561226
62,Raithip  ไร่ทิพย์ กระเทียมเจียว 100ก.,฿20,ร้านแนะนำ,5.0,46.0,จังหวัดชลบุรี,https://cf.shopee.co.th/file/9f232cec864d32b94f8f63ca71586f5e_tn,https://shopee.co.th//Raithip-ไร่ทิพย์-กระเทียมเจียว-100ก.-i.303356697.6754958383
63,หอมเจียว/กระเทียมเจียวถุงใหญ่ 500 g.,฿110 - ฿120,ร้านแนะนำ,5.0,15.0,จังหวัดอุบลราชธานี,https://cf.shopee.co.th/file/3fc8d59f965d48d16037f2f1b839f34f_tn,https://shopee.co.th//หอมเจียว-กระเทียมเจียวถุงใหญ่-500-g.-i.9638942.4962045223
64,กระเทียมเจียว หอม ใหม่ สะอาด,฿10,general,4.9487,72.0,จังหวัดเลย,https://cf.shopee.co.th/file/b485f88ff5b40cb8c30eecc4899fa08f_tn,https://shopee.co.th//กระเทียมเจียว-หอม-ใหม่-สะอาด-i.229360271.5339912658
65,กระเทียมเจียวสำเร็จรูปแท้จากกลุ่มแม่บ้าน ไม่ต้องนั่งปอก บด แสบหูแสบตาอีกต่อไป,฿49 - ฿90,ร้านแนะนำ,4.85,189.0,จังหวัดสงขลา,https://cf.shopee.co.th/file/57128f29f4422632e86001d43786248c_tn,https://shopee.co.th//กระเทียมเจียวสำเร็จรูปแท้จากกลุ่มแม่บ้าน-ไม่ต้องนั่งปอก-บด-แสบหูแสบตาอีกต่อไป-i.9843573.218885666
66,pepperrg กระเทียมเจียว รสต้มยำ 92 กรัม roasted garlic,฿130,general,5.0,31.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/ca87e41e411008158cbf7dc2c9c121d6_tn,https://shopee.co.th//pepperrg-กระเทียมเจียว-รสต้มยำ-92-กรัม-roasted-garlic-i.104411964.7061390170
67,กระเทียมเจียว ไม่อมน้ำมัน 500g.,฿60,general,4.8889,73.0,จังหวัดสุรินทร์,https://cf.shopee.co.th/file/d70afed4a72103a716ca99cf1ac3d79e_tn,https://shopee.co.th//กระเทียมเจียว-ไม่อมน้ำมัน-500g.-i.41538806.7232147977
68,รสคำ กระเทียมเจียว หอมกรอบ เนื้อล้วน ไร้เปลือก,฿120,general,4.75,35.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/6037e6dd01126b362907d6ed61a1bc65_tn,https://shopee.co.th//รสคำ-กระเทียมเจียว-หอมกรอบ-เนื้อล้วน-ไร้เปลือก-i.278420849.6339718016
69,กระเทียมเจียวน้ำมันหมู 2 ขวด ฟรีค่าส่ง,฿130,general,4.8636,141.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/98dd430a16aac501cb03fdfc3fad475c_tn,https://shopee.co.th//กระเทียมเจียวน้ำมันหมู-2-ขวด-ฟรีค่าส่ง-i.99888177.2038211306
70,กระเทียมเจียว 1กิโล/ถุง  [Fried Garlic],฿150,general,4.9444,67.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/e8a47a6981acfb6123e776ac98ec4c0b_tn,https://shopee.co.th//กระเทียมเจียว-1กิโล-ถุง-Fried-Garlic--i.68773733.1143678804
71,กระเทียมเจียวเจ โฮมเมดเพิ่มรสชาติให้อาหารมื้อสำคัญของคุณ อาหารเจ 100%,฿95,ร้านแนะนำ,4.2727,65.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/f4af5357ed997aab1d881d1cf81e79d3_tn,https://shopee.co.th//กระเทียมเจียวเจ-โฮมเมดเพิ่มรสชาติให้อาหารมื้อสำคัญของคุณ-อาหารเจ-100--i.4637077.6130729827
72,กระเทียมเจียวอย่างดี ตรา ธัญญา ปริมาณ 500 กรัม,฿65,ร้านแนะนำ,5.0,50.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/dd108ac35afa29c7c48d0206423accfd_tn,https://shopee.co.th//กระเทียมเจียวอย่างดี-ตรา-ธัญญา-ปริมาณ-500-กรัม-i.165452029.3819239771
73,กระเทียมเจียวคุณชาย กระเทียมเจียวคุณภาพ 1000 กรัม (ถุง Zip Lock เก็บง่าย),฿172,ร้านแนะนำ,5.0,42.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/c5be65eb7877a84d60c995a32e1d1f03_tn,https://shopee.co.th//กระเทียมเจียวคุณชาย-กระเทียมเจียวคุณภาพ-1000-กรัม-(ถุง-Zip-Lock-เก็บง่าย)-i.180421396.5759559590
